dt1 dt2 dt3 dt4 controller drones queue deliveries fullTrips revenue costs penalties avgDelTime avgWaitTime fDel fRet fLaunch collisions unknown penalties rejecValue avgRejecValue potentialLost avgPotentialLost
Mar 11th 16:20:48.315 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:20:40.209 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:19:48.326 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:19:40.219 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:18:48.314 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:18:40.220 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:17:48.314 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:17:40.220 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:16:48.305 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:16:40.209 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:15:48.326 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:15:40.220 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:14:48.317 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:14:40.219 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:13:48.316 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:13:40.209 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:12:48.306 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:12:40.209 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:11:48.316 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:11:40.221 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:10:48.315 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:10:40.220 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:09:48.316 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:09:40.209 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:08:48.326 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:08:40.219 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:07:48.315 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:07:40.220 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:06:48.315 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:06:40.219 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:05:48.305 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:05:40.209 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:04:48.328 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:04:40.219 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:03:48.315 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:03:40.220 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
Mar 11th 16:02:48.315 UTC 3 0 0 683 683 1764.952 3107.882 0 188.6862 9.02315 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:02:40.209 UTC 2 0 0 1131 1131 2918.759 4483.218 0 512.3407 357.0248 0 0 0 0 0 1025 543.8994 2.653167 345.1153 1.683489
