dt1 dt2 dt3 dt4 controller drones queue deliveries fullTrips revenue costs penalties fDel fRet fLaunch collisions unknown total
May 31st 05:39:13.524 UTC 2 14 40 838 829 111059 3597.305 0 0 0 55 0 0 3311
May 31st 05:38:58.450 UTC 3 15 39 784 773 101552 3518.382 0.9654043 1 0 119 0 0 1878
May 31st 05:38:12.587 UTC 2 15 40 833 827 110203 3587.409 0 0 0 54 0 0 3299
May 31st 05:37:58.460 UTC 3 15 40 784 770 101552 3497.739 0.9654043 1 0 119 0 0 1876
May 31st 05:37:12.587 UTC 2 15 39 830 826 109886 3580.816 0 0 0 54 0 0 3289
May 31st 05:36:58.449 UTC 3 15 40 780 769 100822 3496.251 0.9654043 1 0 119 0 0 1869
May 31st 05:36:12.576 UTC 2 14 40 829 822 109826 3563.549 0 0 0 54 0 0 3282
May 31st 05:35:58.459 UTC 3 15 40 774 769 100236 3496.251 0.9654043 1 0 119 0 0 1863
May 31st 05:35:12.587 UTC 2 15 40 828 820 109717 3551.736 0 0 0 54 0 0 3271
May 31st 05:34:58.460 UTC 3 15 37 773 768 100127 3494.78 0.9654043 1 0 119 0 0 1859
May 31st 05:34:12.585 UTC 2 15 39 825 818 109326 3546.665 0 0 0 54 0 0 3258
May 31st 05:33:56.879 UTC 3 13 40 771 766 99987 3487.935 0.9654043 1 0 117 0 0 1855
May 31st 05:33:12.585 UTC 2 15 40 824 813 109266 3527.713 0 0 0 54 0 0 3249
May 31st 05:32:56.880 UTC 3 15 39 770 763 99878 3472.714 0.9654043 1 0 117 0 0 1849
May 31st 05:32:12.577 UTC 2 15 40 820 811 108678 3517.721 0 0 0 54 0 0 3241
May 31st 05:31:56.022 UTC 3 14 40 770 761 99878 3463.928 0.9654043 1 0 116 0 0 1842
May 31st 05:31:12.586 UTC 2 15 40 817 809 108238 3512.373 0 0 0 54 0 0 3232
May 31st 05:30:56.010 UTC 3 14 40 765 758 98932 3452.3 0.9654043 1 0 116 0 0 1838
May 31st 05:30:12.577 UTC 2 15 40 815 807 107881 3505.03 0 0 0 54 0 0 3222
May 31st 05:29:55.277 UTC 3 14 40 763 755 98714 3439.252 0.9654043 1 0 115 0 0 1831
May 31st 05:29:12.578 UTC 2 15 40 810 804 107175 3492.885 0 0 0 54 0 0 3214
May 31st 05:28:54.553 UTC 3 14 39 763 752 98714 3431.382 0.9654043 1 0 114 0 0 1826
May 31st 05:28:12.577 UTC 2 15 40 807 802 106780 3486.41 0 0 0 54 0 0 3203
May 31st 05:27:54.563 UTC 3 15 39 759 750 98356 3426.557 0.9654043 1 0 114 0 0 1822
May 31st 05:27:12.585 UTC 2 15 40 807 798 106780 3465.869 0 0 0 54 0 0 3192
May 31st 05:26:54.554 UTC 3 15 35 753 750 97693 3426.557 0.9654043 1 0 114 0 0 1818
May 31st 05:26:12.588 UTC 2 15 40 804 795 106463 3452.488 0 0 0 54 0 0 3177
May 31st 05:25:53.653 UTC 3 15 40 750 746 97160 3408.962 0.9654043 1 0 113 0 0 1818
May 31st 05:25:12.577 UTC 2 15 40 803 793 106309 3439.421 0 0 0 54 0 0 3168
May 31st 05:24:53.653 UTC 3 14 40 749 743 97006 3394.831 0.9654043 1 0 113 0 0 1810
May 31st 05:24:12.586 UTC 2 14 40 800 791 105995 3432.186 0 0 0 54 0 0 3161
May 31st 05:23:52.940 UTC 3 15 40 749 738 97006 3364.934 0.9654043 1 0 112 0 0 1803
May 31st 05:23:12.577 UTC 2 15 40 798 789 105709 3422.753 0 0 0 54 0 0 3151
May 31st 05:22:52.144 UTC 3 15 39 748 737 96829 3360.042 0.9654043 1 0 111 0 0 1796
May 31st 05:22:12.587 UTC 2 15 40 794 787 105080 3414.673 0 0 0 54 0 0 3142
May 31st 05:21:52.153 UTC 3 15 40 745 734 96240 3348.841 0.9654043 1 0 111 0 0 1792
May 31st 05:21:12.586 UTC 2 15 39 794 785 105080 3408.719 0 0 0 54 0 0 3131
May 31st 05:20:52.134 UTC 3 15 40 743 733 96022 3343.805 0.9654043 1 0 111 0 0 1786
May 31st 05:20:12.585 UTC 2 14 40 788 784 104550 3401.718 0 0 0 54 0 0 3122
May 31st 05:19:52.154 UTC 3 15 40 739 732 95375 3339.497 0.9654043 1 0 111 0 0 1780
May 31st 05:19:11.587 UTC 2 14 39 786 780 104361 3379.571 0 0 0 53 0 0 3113
May 31st 05:18:52.144 UTC 3 15 40 735 730 94809 3335.821 0.9654043 1 0 111 0 0 1776
May 31st 05:18:11.578 UTC 2 15 40 786 778 104361 3366.019 0 0 0 53 0 0 3104
May 31st 05:17:50.684 UTC 3 15 40 734 728 94655 3320.411 0.9654043 1 0 109 0 0 1771
May 31st 05:17:09.657 UTC 2 15 40 784 775 104124 3355.478 0 0 0 51 0 0 3094
May 31st 05:16:50.039 UTC 3 14 40 731 725 94193 3303.214 0.9654043 1 0 108 0 0 1764
May 31st 05:16:09.669 UTC 2 15 40 783 772 104044 3338.151 0 0 0 51 0 0 3085
May 31st 05:15:50.052 UTC 3 14 40 730 722 94016 3288.183 0.9654043 1 0 108 0 0 1759
May 31st 05:15:09.667 UTC 2 15 40 780 770 103750 3324.732 0 0 0 51 0 0 3074
May 31st 05:14:49.331 UTC 3 15 40 730 719 94016 3273.089 0.9654043 1 0 107 0 0 1755
May 31st 05:14:09.658 UTC 2 15 40 778 768 103457 3316.939 0 0 0 51 0 0 3064
May 31st 05:13:48.575 UTC 3 14 40 728 717 93876 3261.873 0.9654043 1 0 106 0 0 1748
May 31st 05:13:09.657 UTC 2 15 40 776 767 103268 3310.634 0 0 0 51 0 0 3057
May 31st 05:12:48.579 UTC 3 15 39 724 716 93473 3260.452 0.9654043 1 0 106 0 0 1742
May 31st 05:12:09.667 UTC 2 15 40 772 765 102754 3302.694 0 0 0 51 0 0 3044
May 31st 05:11:48.570 UTC 3 14 40 721 714 93031 3246.373 0.9654043 1 0 106 0 0 1740
May 31st 05:11:08.555 UTC 2 14 40 770 764 102540 3300.83 0 0 0 50 0 0 3035
May 31st 05:10:47.768 UTC 3 15 40 718 711 92707 3231.193 0.9654043 1 0 105 0 0 1735
May 31st 05:10:08.556 UTC 2 15 39 766 762 102137 3291.41 0 0 0 50 0 0 3025
May 31st 05:09:47.757 UTC 3 14 40 718 710 92707 3225.953 0.9654043 1 0 105 0 0 1727
May 31st 05:09:08.556 UTC 2 15 39 766 759 102137 3282.494 0 0 0 50 0 0 3017
May 31st 05:08:46.871 UTC 3 13 40 715 709 92364 3224.278 0.9654043 1 0 104 0 0 1719
May 31st 05:08:08.555 UTC 2 15 40 764 756 101787 3264.381 0 0 0 50 0 0 3013
May 31st 05:07:45.964 UTC 3 14 40 714 706 92304 3212.273 0.9654043 1 0 103 0 0 1712
May 31st 05:07:08.542 UTC 2 13 40 762 755 101550 3258.382 0 0 0 50 0 0 3001
May 31st 05:06:45.962 UTC 3 15 40 711 704 91870 3200.766 0.9654043 1 0 103 0 0 1709
May 31st 05:06:08.543 UTC 2 15 40 759 750 101109 3235.563 0 0 0 50 0 0 2991
May 31st 05:05:45.963 UTC 3 15 40 708 702 91336 3194.074 0.9654043 1 0 103 0 0 1703
May 31st 05:05:08.557 UTC 2 15 40 759 749 101109 3231.759 0 0 0 50 0 0 2979
May 31st 05:04:45.953 UTC 3 15 39 706 702 91167 3194.074 0.9654043 1 0 103 0 0 1700
May 31st 05:04:08.554 UTC 2 15 40 755 747 100487 3227.361 0 0 0 50 0 0 2967
May 31st 05:03:45.972 UTC 3 13 40 705 701 90983 3185.503 0.9654043 1 0 103 0 0 1698
May 31st 05:03:08.555 UTC 2 15 40 753 743 100250 3209.398 0 0 0 50 0 0 2955
May 31st 05:02:45.961 UTC 3 15 40 702 697 90426 3163.86 0.9654043 1 0 103 0 0 1692
May 31st 05:02:08.544 UTC 2 14 40 747 743 99727 3209.398 0 0 0 50 0 0 2950
May 31st 05:01:45.959 UTC 3 13 40 702 693 90426 3145.716 0.9654043 1 0 103 0 0 1683
May 31st 05:01:08.556 UTC 2 15 40 746 741 99573 3201.07 0 0 0 50 0 0 2941
May 31st 05:00:45.970 UTC 3 15 40 701 690 90317 3133.915 0.9654043 1 0 103 0 0 1677
May 31st 05:00:08.554 UTC 2 14 38 745 738 99493 3189.977 0 0 0 50 0 0 2934
May 31st 04:59:45.968 UTC 3 14 38 701 690 90317 3133.915 0.9654043 1 0 103 0 0 1667
May 31st 04:59:08.555 UTC 2 15 40 742 733 99102 3169.244 0 0 0 50 0 0 2924
May 31st 04:58:45.959 UTC 3 15 40 694 687 89072 3114.637 0.9654043 1 0 103 0 0 1662
May 31st 04:58:08.556 UTC 2 15 39 740 732 98865 3168.284 0 0 0 50 0 0 2920
May 31st 04:57:45.960 UTC 3 15 39 692 686 88858 3110.055 0.9654043 1 0 103 0 0 1651
May 31st 04:57:08.555 UTC 2 15 40 734 729 97709 3150.378 0 0 0 50 0 0 2910
May 31st 04:56:45.972 UTC 3 15 40 690 684 88605 3102.575 0.9654043 1 0 103 0 0 1649
May 31st 04:56:08.544 UTC 2 15 40 734 724 97709 3127.466 0 0 0 50 0 0 2899
May 31st 04:55:45.960 UTC 3 15 40 689 681 88471 3094.476 0.9654043 1 0 103 0 0 1645
May 31st 04:55:08.552 UTC 2 14 40 733 723 97525 3120.755 0 0 0 50 0 0 2889
May 31st 04:54:45.126 UTC 3 15 40 688 680 88294 3087.771 0.9654043 1 0 102 0 0 1640
May 31st 04:54:08.555 UTC 2 14 40 730 720 97227 3115.187 0 0 0 50 0 0 2878
May 31st 04:53:45.125 UTC 3 14 40 683 679 87556 3083.476 0.9654043 1 0 102 0 0 1635
May 31st 04:53:08.544 UTC 2 14 40 727 717 96793 3101.487 0 0 0 50 0 0 2870
May 31st 04:52:45.137 UTC 3 13 40 681 675 87248 3067.638 0.9654043 1 0 102 0 0 1629
May 31st 04:52:08.546 UTC 2 15 40 724 716 96330 3094.939 0 0 0 50 0 0 2861
May 31st 04:51:45.125 UTC 3 15 40 681 672 87248 3047.981 0.9654043 1 0 102 0 0 1622
May 31st 04:51:07.513 UTC 2 14 40 720 714 95733 3084.728 0 0 0 49 0 0 2853
May 31st 04:50:44.175 UTC 3 14 37 678 670 86877 3035.81 0.9654043 1 0 101 0 0 1614
May 31st 04:50:07.513 UTC 2 14 40 718 713 95573 3081.495 0 0 0 49 0 0 2842
May 31st 04:49:44.186 UTC 3 14 40 675 666 86554 3017.656 0.9654043 1 0 101 0 0 1613
May 31st 04:49:07.525 UTC 2 15 40 718 709 95573 3054.389 0 0 0 49 0 0 2829
May 31st 04:48:44.184 UTC 3 15 40 674 665 86370 3015.594 0.9654043 1 0 101 0 0 1610
May 31st 04:48:07.527 UTC 2 15 40 714 708 95028 3049.906 0 0 0 49 0 0 2819
May 31st 04:47:44.184 UTC 3 15 40 671 662 86053 2998.088 0.9654043 1 0 101 0 0 1606
May 31st 04:47:07.525 UTC 2 15 40 713 704 94851 3031.866 0 0 0 49 0 0 2808
May 31st 04:46:44.178 UTC 3 15 38 670 661 85993 2996.556 0.9654043 1 0 101 0 0 1600
May 31st 04:46:07.518 UTC 2 15 40 713 702 94851 3019.003 0 0 0 49 0 0 2798
May 31st 04:45:43.142 UTC 3 14 40 665 657 85458 2975.718 0.9654043 1 0 100 0 0 1596
May 31st 04:45:07.516 UTC 2 15 40 708 702 94249 3019.003 0 0 0 49 0 0 2787
May 31st 04:44:42.113 UTC 3 15 39 664 656 85378 2974.151 0.9654043 1 0 99 0 0 1592
May 31st 04:44:06.283 UTC 2 14 40 708 699 94249 3003.115 0 0 0 48 0 0 2776
May 31st 04:43:41.327 UTC 3 15 40 662 652 84912 2958.097 0.9654043 1 0 98 0 0 1588
May 31st 04:43:06.289 UTC 2 15 40 704 697 93725 2995.102 0 0 0 48 0 0 2767
May 31st 04:42:41.337 UTC 3 15 40 657 651 84426 2951.877 0.9654043 1 0 98 0 0 1581
May 31st 04:42:06.289 UTC 2 14 39 704 697 93725 2995.102 0 0 0 48 0 0 2759
May 31st 04:41:41.338 UTC 3 15 40 656 650 84094 2944.93 0.9654043 1 0 98 0 0 1573
May 31st 04:41:06.289 UTC 2 15 40 700 694 93082 2978.08 0 0 0 48 0 0 2748
May 31st 04:40:41.338 UTC 3 15 40 654 649 83925 2939.866 0.9654043 1 0 98 0 0 1569
May 31st 04:40:06.288 UTC 2 15 40 697 691 92833 2960.903 0 0 0 48 0 0 2742
May 31st 04:39:41.338 UTC 3 15 40 653 645 83816 2912.879 0.9654043 1 0 98 0 0 1561
May 31st 04:39:06.279 UTC 2 15 40 697 690 92833 2957.127 0 0 0 48 0 0 2733
May 31st 04:38:41.338 UTC 3 15 39 652 644 83632 2904.55 0.9654043 1 0 98 0 0 1556
May 31st 04:38:06.289 UTC 2 13 40 696 689 92712 2952.379 0 0 0 48 0 0 2721
May 31st 04:37:40.410 UTC 3 14 40 650 641 83443 2891.862 0.9654043 1 0 97 0 0 1551
May 31st 04:37:05.268 UTC 2 14 40 694 685 92302 2934.47 0 0 0 47 0 0 2713
May 31st 04:36:40.400 UTC 3 15 40 648 637 83254 2872.751 0.9654043 1 0 97 0 0 1546
May 31st 04:36:05.268 UTC 2 15 40 691 682 91820 2918.148 0 0 0 47 0 0 2703
May 31st 04:35:40.400 UTC 3 15 40 648 637 83254 2872.751 0.9654043 1 0 97 0 0 1539
May 31st 04:35:05.278 UTC 2 15 40 687 680 91173 2908.846 0 0 0 47 0 0 2692
May 31st 04:34:40.391 UTC 3 14 40 644 637 82388 2872.751 0.9654043 1 0 97 0 0 1535
May 31st 04:34:05.268 UTC 2 15 40 686 680 91019 2908.846 0 0 0 47 0 0 2686
May 31st 04:33:38.767 UTC 3 13 40 642 634 82057 2850.917 0.9654043 1 0 95 0 0 1529
May 31st 04:33:05.269 UTC 2 15 39 685 677 90687 2902.974 0 0 0 47 0 0 2674
May 31st 04:32:38.777 UTC 3 14 40 637 632 81517 2843.572 0.9654043 1 0 95 0 0 1525
May 31st 04:32:05.259 UTC 2 15 39 680 674 89698 2888.046 0 0 0 47 0 0 2663
May 31st 04:31:38.766 UTC 3 15 39 637 631 81517 2836.264 0.9654043 1 0 95 0 0 1519
May 31st 04:31:05.279 UTC 2 15 40 677 671 89141 2877.155 0 0 0 47 0 0 2655
May 31st 04:30:38.766 UTC 3 15 40 636 629 81408 2830.912 0.9654043 1 0 95 0 0 1513
May 31st 04:30:05.269 UTC 2 15 40 677 667 89141 2856.205 0 0 0 47 0 0 2645
May 31st 04:29:38.767 UTC 3 14 40 633 627 80991 2820.563 0.9654043 1 0 95 0 0 1509
May 31st 04:29:05.268 UTC 2 15 40 675 665 88884 2845.058 0 0 0 47 0 0 2638
May 31st 04:28:38.777 UTC 3 15 39 632 623 80857 2795.855 0.9654043 1 0 95 0 0 1500
May 31st 04:28:05.267 UTC 2 14 40 670 664 88207 2844.12 0 0 0 47 0 0 2626
May 31st 04:27:38.777 UTC 3 15 40 630 621 80737 2785.229 0.9654043 1 0 95 0 0 1497
May 31st 04:27:05.258 UTC 2 14 40 669 662 88030 2834.164 0 0 0 47 0 0 2616
May 31st 04:26:38.777 UTC 3 15 40 628 619 80523 2778.208 0.9654043 1 0 95 0 0 1491
May 31st 04:26:05.278 UTC 2 14 40 667 657 87766 2818.339 0 0 0 47 0 0 2606
May 31st 04:25:38.766 UTC 3 15 39 627 618 80346 2776.37 0.9654043 1 0 95 0 0 1488
May 31st 04:25:05.268 UTC 2 15 40 663 655 87292 2808.012 0 0 0 47 0 0 2596
May 31st 04:24:38.766 UTC 3 15 40 622 616 79860 2769.71 0.9654043 1 0 95 0 0 1482
May 31st 04:24:05.268 UTC 2 15 40 660 654 86829 2802.351 0 0 0 47 0 0 2586
May 31st 04:23:38.776 UTC 3 15 38 620 614 79562 2757.146 0.9654043 1 0 95 0 0 1477
May 31st 04:23:05.258 UTC 2 15 40 658 653 86541 2800.686 0 0 0 47 0 0 2576
May 31st 04:22:38.777 UTC 3 13 40 618 610 79269 2733.52 0.9654043 1 0 95 0 0 1473
May 31st 04:22:05.267 UTC 2 15 40 655 648 86078 2783.463 0 0 0 47 0 0 2564
May 31st 04:21:38.767 UTC 3 15 40 617 607 79090 2717.136 0.9654043 1 0 95 0 0 1469
May 31st 04:21:05.268 UTC 2 14 40 653 645 85860 2766.917 0 0 0 47 0 0 2553
May 31st 04:20:38.766 UTC 3 15 40 615 606 78772 2709.535 0.9654043 1 0 95 0 0 1466
May 31st 04:20:05.268 UTC 2 14 40 651 642 85671 2753.084 0 0 0 47 0 0 2540
May 31st 04:19:38.777 UTC 3 15 40 614 604 78595 2698.653 0.9654043 1 0 95 0 0 1464
May 31st 04:19:05.279 UTC 2 14 40 649 640 85291 2742.225 0 0 0 47 0 0 2529
May 31st 04:18:38.776 UTC 3 14 40 612 604 78331 2698.653 0.9654043 1 0 95 0 0 1459
May 31st 04:18:05.267 UTC 2 14 40 646 638 84913 2735.817 0 0 0 47 0 0 2521
May 31st 04:17:38.766 UTC 3 15 39 608 601 77710 2681.316 0.9654043 1 0 95 0 0 1454
May 31st 04:17:05.257 UTC 2 15 40 644 634 84627 2716.108 0 0 0 47 0 0 2508
May 31st 04:16:38.766 UTC 3 14 40 606 599 77496 2672.294 0.9654043 1 0 95 0 0 1450
May 31st 04:16:05.269 UTC 2 15 40 640 633 83907 2711.344 0 0 0 47 0 0 2497
May 31st 04:15:38.776 UTC 3 15 40 606 598 77496 2670.319 0.9654043 1 0 95 0 0 1445
May 31st 04:15:05.279 UTC 2 15 40 636 629 83248 2692.395 0 0 0 47 0 0 2487
May 31st 04:14:38.767 UTC 3 13 40 600 598 76766 2670.319 0.9654043 1 0 95 0 0 1442
May 31st 04:14:05.268 UTC 2 15 40 636 629 83248 2692.395 0 0 0 47 0 0 2476
May 31st 04:13:37.950 UTC 3 14 40 600 595 76766 2658.786 0.9654043 1 0 94 0 0 1439
May 31st 04:13:05.268 UTC 2 15 40 635 627 83114 2684.283 0 0 0 47 0 0 2465
May 31st 04:12:37.952 UTC 3 13 39 598 591 76646 2644.305 0.9654043 1 0 94 0 0 1433
May 31st 04:12:05.258 UTC 2 13 39 633 624 82760 2671.557 0 0 0 47 0 0 2453
May 31st 04:11:37.952 UTC 3 15 39 594 588 76288 2635.683 0.9654043 1 0 94 0 0 1430
May 31st 04:11:04.196 UTC 2 15 40 630 620 82511 2652.995 0 0 0 46 0 0 2443
May 31st 04:10:36.170 UTC 3 13 40 593 586 76228 2625.468 0.9654043 1 0 92 0 0 1424
May 31st 04:10:04.188 UTC 2 15 40 625 620 81950 2652.995 0 0 0 46 0 0 2435
May 31st 04:09:35.181 UTC 3 15 39 590 581 75833 2610.849 0.9654043 1 0 91 0 0 1417
May 31st 04:09:04.207 UTC 2 15 40 625 617 81950 2645.093 0 0 0 46 0 0 2426
May 31st 04:08:35.180 UTC 3 14 39 586 580 75216 2606.956 0.9654043 1 0 91 0 0 1412
May 31st 04:08:04.196 UTC 2 15 39 622 614 81485 2627.019 0 0 0 46 0 0 2416
May 31st 04:07:33.298 UTC 3 14 40 584 576 74813 2591.017 0.9654043 1 0 89 0 0 1405
May 31st 04:07:04.192 UTC 2 14 40 619 612 80984 2619.74 0 0 0 46 0 0 2409
May 31st 04:06:33.307 UTC 3 15 40 583 572 74679 2579.669 0.9654043 1 0 89 0 0 1399
May 31st 04:06:04.207 UTC 2 15 40 618 609 80924 2611.452 0 0 0 46 0 0 2398
May 31st 04:05:33.299 UTC 3 14 40 577 571 74062 2572.939 0.9654043 1 0 89 0 0 1393
May 31st 04:05:04.197 UTC 2 15 40 615 607 80610 2600.97 0 0 0 46 0 0 2388
May 31st 04:04:33.299 UTC 3 15 40 574 567 73622 2552.81 0.9654043 1 0 89 0 0 1389
May 31st 04:04:04.189 UTC 2 15 40 610 604 79989 2588.202 0 0 0 46 0 0 2381
May 31st 04:03:33.308 UTC 3 15 39 573 565 73562 2540.706 0.9654043 1 0 89 0 0 1382
May 31st 04:03:04.196 UTC 2 15 40 610 601 79989 2573.944 0 0 0 46 0 0 2371
May 31st 04:02:32.401 UTC 3 15 40 572 562 73502 2531.966 0.9654043 1 0 88 0 0 1377
May 31st 04:02:04.196 UTC 2 15 40 609 599 79909 2562.96 0 0 0 46 0 0 2360
May 31st 04:01:32.401 UTC 3 15 40 570 560 73313 2524.294 0.9654043 1 0 88 0 0 1370
May 31st 04:01:04.190 UTC 2 15 40 605 598 79531 2557.491 0 0 0 46 0 0 2352
May 31st 04:00:32.412 UTC 3 14 39 564 559 72559 2520.701 0.9654043 1 0 88 0 0 1366
May 31st 04:00:04.207 UTC 2 14 40 602 596 79140 2551.957 0 0 0 46 0 0 2342
May 31st 03:59:32.413 UTC 3 15 40 562 554 72325 2487.031 0.9654043 1 0 88 0 0 1361
May 31st 03:59:02.961 UTC 2 15 40 600 593 78883 2536.669 0 0 0 45 0 0 2331
May 31st 03:58:32.413 UTC 3 15 40 562 552 72325 2481.303 0.9654043 1 0 88 0 0 1356
May 31st 03:58:02.963 UTC 2 14 40 598 592 78626 2534.511 0 0 0 45 0 0 2323
May 31st 03:57:32.400 UTC 3 14 40 560 552 71971 2481.303 0.9654043 1 0 88 0 0 1351
May 31st 03:57:02.956 UTC 2 15 40 596 587 78389 2516.501 0 0 0 45 0 0 2312
May 31st 03:56:32.411 UTC 3 14 40 557 549 71627 2464.831 0.9654043 1 0 88 0 0 1346
May 31st 03:56:02.964 UTC 2 15 40 592 586 78051 2513.08 0 0 0 45 0 0 2303
May 31st 03:55:32.412 UTC 3 15 40 554 546 71378 2450.027 0.9654043 1 0 88 0 0 1338
May 31st 03:55:02.965 UTC 2 13 40 590 583 77769 2500.918 0 0 0 45 0 0 2295
May 31st 03:54:32.400 UTC 3 15 40 554 545 71378 2440.18 0.9654043 1 0 88 0 0 1332
May 31st 03:54:02.956 UTC 2 15 39 587 579 77520 2484.752 0 0 0 45 0 0 2285
May 31st 03:53:32.410 UTC 3 14 40 549 543 70634 2434.129 0.9654043 1 0 88 0 0 1326
May 31st 03:53:02.957 UTC 2 15 40 585 576 77163 2472.712 0 0 0 45 0 0 2277
May 31st 03:52:31.359 UTC 3 14 40 548 541 70554 2428.602 0.9654043 1 0 87 0 0 1321
May 31st 03:52:02.954 UTC 2 15 40 583 574 76832 2468.238 0 0 0 45 0 0 2266
May 31st 03:51:30.368 UTC 3 14 40 546 538 70414 2415.356 0.9654043 1 0 86 0 0 1312
May 31st 03:51:02.968 UTC 2 15 40 577 573 76172 2462.118 0 0 0 45 0 0 2263
May 31st 03:50:30.380 UTC 3 15 40 543 534 70062 2397.284 0.9654043 1 0 86 0 0 1306
May 31st 03:50:02.956 UTC 2 15 40 575 570 75958 2449.704 0 0 0 45 0 0 2251
May 31st 03:49:30.382 UTC 3 15 39 540 534 69739 2397.284 0.9654043 1 0 86 0 0 1301
May 31st 03:49:02.954 UTC 2 13 38 574 567 75898 2440.708 0 0 0 45 0 0 2240
May 31st 03:48:30.378 UTC 3 14 40 539 532 69562 2384.389 0 0 0 86 0 0 1294
May 31st 03:48:01.738 UTC 2 13 40 573 562 75744 2423.962 0 0 0 44 0 0 2235
May 31st 03:47:30.368 UTC 3 15 40 537 530 69393 2376.574 0 0 0 86 0 0 1287
May 31st 03:47:00.649 UTC 2 15 39 568 560 75252 2417.525 0 0 0 43 0 0 2227
May 31st 03:46:30.378 UTC 3 15 40 535 527 69011 2363.663 0 0 0 86 0 0 1281
May 31st 03:46:00.657 UTC 2 12 40 564 558 74627 2407.259 0 0 0 43 0 0 2220
May 31st 03:45:29.318 UTC 3 14 39 533 526 68777 2359.444 0 0 0 85 0 0 1271
May 31st 03:44:59.589 UTC 2 15 40 563 551 74567 2375.418 0 0 0 42 0 0 2213
May 31st 03:44:28.598 UTC 3 15 40 531 523 68588 2336.388 0 0 0 84 0 0 1265
May 31st 03:43:59.590 UTC 2 15 40 559 551 74135 2375.418 0 0 0 42 0 0 2204
May 31st 03:43:28.597 UTC 3 15 40 528 522 68319 2334.589 0 0 0 84 0 0 1260
May 31st 03:42:59.578 UTC 2 14 38 557 550 73807 2371.282 0 0 0 42 0 0 2195
May 31st 03:42:27.576 UTC 3 15 40 527 520 68198 2328.484 0 0 0 83 0 0 1251
May 31st 03:41:59.597 UTC 2 15 39 556 546 73727 2353.776 0 0 0 42 0 0 2187
May 31st 03:41:26.726 UTC 3 13 38 525 518 67887 2317.034 0 0 0 82 0 0 1244
May 31st 03:40:59.588 UTC 2 15 40 551 544 72813 2346.541 0 0 0 42 0 0 2178
May 31st 03:40:26.737 UTC 3 15 40 524 512 67778 2291.221 0 0 0 82 0 0 1241
May 31st 03:39:59.588 UTC 2 15 40 549 543 72599 2341.755 0 0 0 42 0 0 2169
May 31st 03:39:26.737 UTC 3 15 40 519 510 67226 2279.169 0 0 0 82 0 0 1233
May 31st 03:38:59.599 UTC 2 14 40 547 541 72245 2329.957 0 0 0 42 0 0 2161
May 31st 03:38:26.726 UTC 3 15 38 518 509 67146 2274.261 0 0 0 82 0 0 1223
May 31st 03:37:59.590 UTC 2 14 40 545 540 72085 2327.037 0 0 0 42 0 0 2154
May 31st 03:37:26.726 UTC 3 15 39 515 507 66906 2266.056 0 0 0 82 0 0 1217
May 31st 03:36:59.588 UTC 2 15 40 543 534 71774 2305.813 0 0 0 42 0 0 2143
May 31st 03:36:26.736 UTC 3 15 40 513 506 66737 2263.701 0 0 0 82 0 0 1215
