dt1 dt2 dt3 dt4 controller drones queue deliveries fullTrips revenue costs penalties avgDelTime avgWaitTime fDel fRet fLaunch collisions unknown potentialLost avgPotentialLost
Jun 11th 07:37:34.067 UTC 3 9 1 522 516 1369.272 2272.581 0 185.7173 11.40786 0 0 72 0 0 0 NaN
Jun 11th 07:37:24.695 UTC 2 14 39 751 744 1784.217 3209.351 0 926.1477 759.6631 0 0 51 0 0 710.642 2.765144
Jun 11th 07:36:34.078 UTC 3 10 0 521 514 1366.617 2265.643 0 185.8016 11.42368 0 0 72 0 0 0 NaN
Jun 11th 07:36:24.703 UTC 2 15 38 751 741 1784.217 3197.17 0 926.1477 758.8649 0 0 51 0 0 709.552 2.771688
Jun 11th 07:35:34.079 UTC 3 11 0 520 511 1364.592 2247.288 0 186.0161 11.44216 0 0 72 0 0 0 NaN
Jun 11th 07:35:24.694 UTC 2 15 39 747 737 1773.704 3181.062 0 924.6245 757.2718 0 0 51 0 0 698.347 2.738616
Jun 11th 07:34:33.129 UTC 3 10 1 516 510 1355.994 2241.528 0 185.7519 11.47234 0 0 71 0 0 0 NaN
Jun 11th 07:34:24.703 UTC 2 15 40 743 735 1767.88 3171.591 0 922.9946 756.3223 0 0 51 0 0 696.337 2.741484
Jun 11th 07:33:32.343 UTC 3 14 0 514 506 1348.779 2223.188 0 185.6467 11.47234 0 0 70 0 0 0 NaN
Jun 11th 07:33:24.702 UTC 2 14 39 740 734 1757.935 3166.555 0 921.6178 755.4666 0 0 51 0 0 693.447 2.751774
Jun 11th 07:32:30.569 UTC 3 14 3 513 504 1346.754 2211.907 0 185.7296 11.40836 0 0 68 0 0 0 NaN
Jun 11th 07:32:24.701 UTC 2 14 38 738 732 1749.97 3154.85 0 920.7581 754.6359 0 0 51 0 0 692.847 2.760347
Jun 11th 07:31:30.569 UTC 3 15 0 510 503 1335.634 2210.159 0 185.998 11.40836 0 0 68 0 0 0 NaN
Jun 11th 07:31:24.693 UTC 2 15 39 737 729 1744.39 3138.007 0 920.3706 753.7751 0 0 51 0 0 687.762 2.751048
Jun 11th 07:30:30.569 UTC 3 14 1 506 501 1325.454 2206.157 0 185.6815 11.44411 0 0 68 0 0 0 NaN
Jun 11th 07:30:24.703 UTC 2 15 38 735 727 1737.156 3123.443 0 919.6624 752.9326 0 0 51 0 0 687.762 2.751048
Jun 11th 07:29:30.579 UTC 3 13 1 505 498 1322.799 2193.297 0 185.6982 11.4761 0 0 68 0 0 0 NaN
Jun 11th 07:29:24.702 UTC 2 15 39 734 724 1735.146 3113.448 0 919.322 751.6689 0 0 51 0 0 687.762 2.751048
Jun 11th 07:28:29.857 UTC 3 11 1 501 498 1313.019 2193.297 0 186.1066 11.5169 0 0 67 0 0 0 NaN
Jun 11th 07:28:24.691 UTC 2 15 39 731 723 1728.578 3106.655 0 918.4738 751.2743 0 0 51 0 0 687.162 2.759687
Jun 11th 07:27:29.867 UTC 3 11 1 499 495 1307.54 2184.288 0 186.1093 11.54049 0 0 67 0 0 0 NaN
Jun 11th 07:27:24.713 UTC 2 15 39 727 721 1717.04 3100.76 0 917.3159 750.6246 0 0 51 0 0 685.527 2.764222
Jun 11th 07:26:29.856 UTC 3 9 1 498 494 1304.84 2179.119 0 186.3299 11.59018 0 0 67 0 0 0 NaN
Jun 11th 07:26:24.692 UTC 2 15 40 726 718 1716.2 3088.347 0 917.0529 749.8038 0 0 51 0 0 685.527 2.764222
Jun 11th 07:25:28.925 UTC 3 7 1 497 493 1302.185 2174.08 0 186.4214 11.60601 0 0 66 0 0 0 NaN
