dt1 dt2 dt3 dt4 controller drones queue deliveries fullTrips revenue costs penalties avgDelTime avgWaitTime fDel fRet fLaunch collisions unknown penalties rejecValue avgRejecValue potentialLost avgPotentialLost
Mar 11th 16:20:38.934 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:20:26.851 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:19:38.925 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:19:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:18:38.934 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:18:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:17:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:17:26.852 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:16:38.925 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:16:26.852 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:15:38.924 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:15:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:14:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:14:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:13:38.934 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:13:26.852 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:12:38.925 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:12:26.852 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:11:38.925 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:11:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:10:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:10:26.841 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:09:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:09:26.852 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:08:38.924 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:08:26.851 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:07:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:07:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:06:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:06:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:05:38.924 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:05:26.852 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:04:38.924 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:04:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:03:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:03:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:02:38.934 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:02:26.852 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:01:38.925 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:01:26.851 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 16:00:38.925 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 16:00:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:59:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:59:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:58:38.936 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:58:26.852 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:57:38.924 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:57:26.851 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:56:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:56:26.841 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:55:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:55:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:54:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:54:26.852 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:53:38.925 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:53:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:52:38.934 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:52:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:51:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:51:26.851 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:50:38.925 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:50:26.851 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:49:38.924 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:49:26.841 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:48:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:48:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:47:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:47:26.852 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:46:38.925 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:46:26.852 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:45:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:45:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:44:38.934 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:44:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:43:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:43:26.851 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:42:38.924 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:42:26.852 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:41:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:41:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:40:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:40:26.841 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:39:38.924 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:39:26.852 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:38:38.925 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:38:26.841 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:37:38.936 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:37:26.842 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:36:38.935 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:36:26.851 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:35:38.925 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
Mar 11th 15:35:26.852 UTC 3 0 0 688 688 1880.847 3198.287 0 191.8731 8.971265 0 0 0 0 0 0 0 NaN 0 NaN
Mar 11th 15:34:38.925 UTC 2 0 0 1005 1005 3091.795 4462.82 0 619.9618 446.0291 0 0 0 0 0 4750 1016.277 1.069766 409.1587 0.4306934
