dt1 dt2 dt3 dt4 controller drones queue deliveries fullTrips revenue costs penalties fDel fRet fLaunch collisions unknown total
May 30th 02:39:49.556 UTC C_2 15 39 861 856 113294 3732.814 0 0 0 48 0 0 3444
May 30th 02:39:33.221 UTC C_3 15 39 816 810 110269 3674.619 169224.9 4 0 109 0 0 1923
May 30th 02:38:49.578 UTC C_2 15 40 861 852 113294 3725.886 0 0 0 48 0 0 3436
May 30th 02:38:32.370 UTC C_3 15 39 812 806 109620 3667.506 169224.9 4 0 108 0 0 1917
May 30th 02:37:49.568 UTC C_2 14 39 858 851 112877 3722.756 0 0 0 48 0 0 3426
May 30th 02:37:32.381 UTC C_3 14 38 809 803 109064 3660.431 169224.9 4 0 108 0 0 1912
May 30th 02:36:49.565 UTC C_2 14 40 853 846 112137 3698.174 0 0 0 48 0 0 3417
May 30th 02:36:31.669 UTC C_3 14 40 807 800 108707 3647.029 169224.9 4 0 107 0 0 1908
May 30th 02:35:49.566 UTC C_2 15 40 852 843 111953 3687.708 0 0 0 48 0 0 3407
May 30th 02:35:30.737 UTC C_3 14 40 803 797 108353 3632.426 169224.9 4 0 106 0 0 1901
May 30th 02:34:49.575 UTC C_2 15 40 850 842 111833 3683.833 0 0 0 48 0 0 3397
May 30th 02:34:30.737 UTC C_3 13 39 801 794 108110 3618.701 169224.9 4 0 106 0 0 1896
May 30th 02:33:49.567 UTC C_2 15 40 846 838 111356 3667.026 0 0 0 48 0 0 3388
May 30th 02:33:29.934 UTC C_3 14 37 800 791 108050 3606.84 169224.9 4 0 105 0 0 1890
May 30th 02:32:49.566 UTC C_2 15 40 844 836 111138 3659.875 0 0 0 48 0 0 3376
May 30th 02:32:29.923 UTC C_3 15 40 799 786 107873 3581.872 169224.9 4 0 105 0 0 1889
May 30th 02:31:49.566 UTC C_2 15 40 841 834 110772 3649.069 0 0 0 48 0 0 3363
May 30th 02:31:29.934 UTC C_3 15 40 795 786 107191 3581.872 169224.9 4 0 105 0 0 1887
May 30th 02:30:49.566 UTC C_2 15 39 838 831 110381 3638.385 0 0 0 48 0 0 3352
May 30th 02:30:29.934 UTC C_3 14 40 792 785 106917 3578.378 169224.9 4 0 105 0 0 1881
May 30th 02:29:49.566 UTC C_2 14 40 836 828 110073 3625.761 0 0 0 48 0 0 3343
May 30th 02:29:29.933 UTC C_3 15 40 789 783 106551 3570.888 169224.9 4 0 105 0 0 1875
May 30th 02:28:49.575 UTC C_2 15 40 834 826 109855 3614.745 0 0 0 48 0 0 3334
May 30th 02:28:29.931 UTC C_3 14 39 786 780 106253 3556.222 169224.9 4 0 105 0 0 1870
May 30th 02:27:49.576 UTC C_2 15 39 830 825 109429 3610.504 0 0 0 48 0 0 3323
May 30th 02:27:28.247 UTC C_3 15 40 784 777 105899 3542.801 169224.9 4 0 103 0 0 1865
May 30th 02:26:49.556 UTC C_2 15 40 829 820 109203 3591.747 0 0 0 48 0 0 3313
May 30th 02:26:28.238 UTC C_3 15 40 783 775 105819 3539.657 169224.9 4 0 103 0 0 1860
May 30th 02:25:49.577 UTC C_2 15 40 827 818 109063 3577.371 0 0 0 48 0 0 3304
May 30th 02:25:28.248 UTC C_3 14 39 782 772 105710 3521.758 169224.9 4 0 103 0 0 1855
May 30th 02:24:49.567 UTC C_2 14 40 823 816 108567 3566.177 0 0 0 48 0 0 3291
May 30th 02:24:28.247 UTC C_3 15 40 777 769 105037 3509.843 169224.9 4 0 103 0 0 1854
May 30th 02:23:49.565 UTC C_2 15 39 822 812 108487 3555.139 0 0 0 48 0 0 3279
May 30th 02:23:28.237 UTC C_3 15 39 773 766 104537 3499.232 169224.9 4 0 103 0 0 1848
May 30th 02:22:49.576 UTC C_2 15 40 820 810 108273 3548.418 0 0 0 48 0 0 3271
May 30th 02:22:28.234 UTC C_3 15 40 773 763 104537 3485.335 169224.9 4 0 103 0 0 1843
May 30th 02:21:49.568 UTC C_2 15 39 816 808 107879 3538.021 0 0 0 48 0 0 3259
May 30th 02:21:27.352 UTC C_3 15 39 771 761 104202 3475.79 169224.9 4 0 102 0 0 1836
May 30th 02:20:49.567 UTC C_2 15 40 813 805 107409 3524.893 0 0 0 48 0 0 3252
May 30th 02:20:25.809 UTC C_3 14 40 766 759 103458 3465.524 169224.9 4 0 100 0 0 1830
May 30th 02:19:49.578 UTC C_2 15 40 810 804 106947 3519.791 0 0 0 48 0 0 3245
May 30th 02:19:25.811 UTC C_3 15 39 764 757 103102 3460.891 169224.9 4 0 100 0 0 1823
May 30th 02:18:49.578 UTC C_2 15 40 809 802 106838 3506.289 0 0 0 48 0 0 3236
May 30th 02:18:25.820 UTC C_3 15 40 764 756 103102 3456.73 169224.9 4 0 100 0 0 1817
May 30th 02:17:49.565 UTC C_2 15 40 806 799 106326 3495.605 0 0 0 48 0 0 3231
May 30th 02:17:25.098 UTC C_3 14 36 759 753 102477 3449.17 169224.9 4 0 99 0 0 1805
May 30th 02:16:49.574 UTC C_2 14 40 806 796 106326 3481.111 0 0 0 48 0 0 3221
May 30th 02:16:25.097 UTC C_3 13 37 756 750 102138 3435.161 169224.9 4 0 99 0 0 1802
May 30th 02:15:49.565 UTC C_2 15 40 803 795 105909 3475.485 0 0 0 48 0 0 3209
May 30th 02:15:23.994 UTC C_3 15 37 754 747 101881 3417.629 169224.9 4 0 98 0 0 1800
May 30th 02:14:49.565 UTC C_2 15 40 801 792 105749 3457.557 0 0 0 48 0 0 3197
May 30th 02:14:23.994 UTC C_3 12 37 753 745 101772 3409.469 169224.9 4 0 98 0 0 1795
May 30th 02:13:49.574 UTC C_2 15 40 798 790 105403 3452.723 0 0 0 48 0 0 3188
May 30th 02:13:20.608 UTC C_3 13 40 752 742 101593 3394.64 169224.9 4 0 94 0 0 1791
May 30th 02:12:49.566 UTC C_2 14 40 795 789 105106 3449.532 0 0 0 48 0 0 3178
May 30th 02:12:18.778 UTC C_3 15 40 749 738 101159 3370.953 169224.9 4 0 92 0 0 1786
May 30th 02:11:49.566 UTC C_2 15 40 793 786 104966 3433.378 0 0 0 48 0 0 3166
May 30th 02:11:18.779 UTC C_3 14 40 746 737 100919 3368.831 169224.9 4 0 92 0 0 1780
May 30th 02:10:49.576 UTC C_2 14 39 791 785 104777 3426.428 0 0 0 48 0 0 3161
May 30th 02:10:17.831 UTC C_3 15 40 744 734 100537 3352.409 169224.9 4 0 91 0 0 1771
May 30th 02:09:48.576 UTC C_2 14 40 789 781 104617 3410.402 0 0 0 47 0 0 3152
May 30th 02:09:17.841 UTC C_3 15 40 740 733 100140 3350.281 169224.9 4 0 91 0 0 1768
May 30th 02:08:48.588 UTC C_2 15 40 787 778 104436 3389 0 0 0 47 0 0 3140
May 30th 02:08:17.840 UTC C_3 14 40 737 731 99774 3342.434 169224.9 4 0 91 0 0 1761
May 30th 02:07:47.648 UTC C_2 15 40 784 775 103905 3376.446 0 0 0 46 0 0 3134
May 30th 02:07:17.063 UTC C_3 15 40 736 728 99714 3333.917 169224.9 4 0 90 0 0 1754
May 30th 02:06:47.650 UTC C_2 15 39 784 775 103905 3376.446 0 0 0 46 0 0 3121
May 30th 02:06:17.074 UTC C_3 14 40 734 726 99446 3320.75 169224.9 4 0 90 0 0 1750
May 30th 02:05:47.660 UTC C_2 15 39 780 771 103556 3357.889 0 0 0 46 0 0 3112
May 30th 02:05:17.074 UTC C_3 14 40 730 723 98972 3307.255 169224.9 4 0 90 0 0 1744
May 30th 02:04:47.651 UTC C_2 15 40 778 770 103225 3353.855 0 0 0 46 0 0 3105
May 30th 02:04:17.067 UTC C_3 14 40 728 721 98719 3291.331 169224.9 4 0 90 0 0 1739
May 30th 02:03:47.648 UTC C_2 15 40 777 768 103145 3346.937 0 0 0 46 0 0 3095
May 30th 02:03:17.074 UTC C_3 15 40 728 718 98719 3277.14 169224.9 4 0 90 0 0 1732
May 30th 02:02:47.641 UTC C_2 15 40 773 764 102576 3326.45 0 0 0 46 0 0 3086
May 30th 02:02:17.075 UTC C_3 15 40 725 718 98026 3277.14 169224.9 4 0 90 0 0 1725
May 30th 02:01:47.650 UTC C_2 14 40 769 764 102094 3326.45 0 0 0 46 0 0 3079
May 30th 02:01:17.073 UTC C_3 12 39 724 718 97800 3277.14 169224.9 4 0 90 0 0 1719
May 30th 02:00:46.640 UTC C_2 15 40 768 761 101868 3309.831 0 0 0 45 0 0 3069
May 30th 02:00:17.076 UTC C_3 15 40 721 712 97335 3256.593 169224.9 4 0 90 0 0 1713
May 30th 01:59:46.652 UTC C_2 15 39 767 759 101620 3298.592 0 0 0 45 0 0 3060
May 30th 01:59:17.066 UTC C_3 15 40 719 710 96978 3246.512 169224.9 4 0 90 0 0 1706
May 30th 01:58:46.640 UTC C_2 15 40 765 757 101357 3287.889 0 0 0 45 0 0 3053
May 30th 01:58:17.074 UTC C_3 15 39 714 710 96236 3246.512 169224.9 4 0 90 0 0 1700
May 30th 01:57:46.639 UTC C_2 15 39 764 755 101297 3281.529 0 0 0 45 0 0 3043
May 30th 01:57:17.074 UTC C_3 13 40 713 706 96082 3228.303 169224.9 4 0 90 0 0 1694
May 30th 01:56:46.639 UTC C_2 15 40 759 752 100570 3264.236 0 0 0 45 0 0 3034
May 30th 01:56:17.067 UTC C_3 15 39 712 703 95973 3217.188 169224.9 4 0 90 0 0 1687
May 30th 01:55:46.649 UTC C_2 15 40 758 752 100490 3264.236 0 0 0 45 0 0 3026
May 30th 01:55:16.148 UTC C_3 15 40 709 701 95508 3206.067 169224.9 4 0 89 0 0 1680
May 30th 01:54:46.638 UTC C_2 14 40 758 748 100490 3242.221 0 0 0 45 0 0 3018
May 30th 01:54:16.161 UTC C_3 15 40 705 699 94966 3199.513 169224.9 4 0 89 0 0 1675
May 30th 01:53:46.639 UTC C_2 15 40 754 745 99996 3227.791 0 0 0 45 0 0 3008
May 30th 01:53:16.147 UTC C_3 14 40 704 697 94789 3186.55 169224.9 4 0 89 0 0 1671
May 30th 01:52:46.639 UTC C_2 15 40 751 743 99648 3220.585 0 0 0 45 0 0 2996
May 30th 01:52:16.156 UTC C_3 14 39 702 694 94481 3176.897 169224.9 4 0 89 0 0 1664
May 30th 01:51:46.649 UTC C_2 15 39 751 743 99648 3220.585 0 0 0 45 0 0 2989
May 30th 01:51:16.156 UTC C_3 15 40 700 691 94170 3158.685 169224.9 4 0 89 0 0 1657
May 30th 01:50:46.641 UTC C_2 15 40 746 741 99173 3210.977 0 0 0 45 0 0 2981
May 30th 01:50:16.146 UTC C_3 13 40 697 691 93708 3158.685 169224.9 4 0 89 0 0 1652
May 30th 01:49:46.630 UTC C_2 15 40 744 739 98939 3201.129 0 0 0 45 0 0 2972
May 30th 01:49:14.534 UTC C_3 14 40 694 687 92867 3142.58 169224.9 4 0 87 0 0 1643
May 30th 01:48:46.651 UTC C_2 15 40 743 736 98859 3187.64 0 0 0 45 0 0 2964
May 30th 01:48:14.524 UTC C_3 14 40 694 686 92867 3139.127 169224.9 4 0 87 0 0 1640
May 30th 01:47:45.455 UTC C_2 15 40 740 733 98542 3174.001 0 0 0 44 0 0 2953
May 30th 01:47:13.716 UTC C_3 14 40 692 683 92707 3123.758 169224.9 4 0 86 0 0 1635
May 30th 01:46:45.455 UTC C_2 15 39 738 732 98033 3167.995 0 0 0 44 0 0 2944
May 30th 01:46:13.729 UTC C_3 15 40 687 681 91973 3114.287 169224.9 4 0 86 0 0 1630
May 30th 01:45:45.455 UTC C_2 15 40 737 727 97924 3150.68 0 0 0 44 0 0 2933
May 30th 01:45:13.710 UTC C_3 15 40 687 679 91973 3108.929 169224.9 4 0 86 0 0 1625
May 30th 01:44:44.476 UTC C_2 15 39 734 724 97626 3141.576 0 0 0 43 0 0 2922
May 30th 01:44:13.732 UTC C_3 14 39 683 678 91619 3107.024 169224.9 4 0 86 0 0 1620
May 30th 01:43:44.475 UTC C_2 15 40 731 722 97280 3139.601 0 0 0 43 0 0 2914
May 30th 01:43:12.829 UTC C_3 13 40 681 674 91499 3078.483 169224.9 4 0 85 0 0 1614
May 30th 01:42:44.464 UTC C_2 14 39 726 720 96578 3133.528 0 0 0 43 0 0 2907
May 30th 01:42:10.952 UTC C_3 14 40 678 671 91065 3061.497 169224.9 4 0 83 0 0 1603
May 30th 01:41:44.484 UTC C_2 15 39 721 717 95940 3119.608 0 0 0 43 0 0 2899
May 30th 01:41:10.942 UTC C_3 15 40 678 668 91065 3039.408 169224.9 4 0 83 0 0 1596
May 30th 01:40:44.484 UTC C_2 15 39 721 713 95940 3095.892 0 0 0 43 0 0 2893
May 30th 01:40:10.943 UTC C_3 15 39 677 666 90985 3034.379 169224.9 4 0 83 0 0 1587
May 30th 01:39:44.476 UTC C_2 14 40 721 711 95940 3087.011 0 0 0 43 0 0 2884
May 30th 01:39:10.942 UTC C_3 14 40 675 664 90816 3025.865 169224.9 4 0 83 0 0 1581
May 30th 01:38:44.476 UTC C_2 15 40 718 709 95455 3075.169 0 0 0 43 0 0 2877
May 30th 01:38:10.943 UTC C_3 15 40 671 661 90527 3011.284 169224.9 4 0 83 0 0 1575
May 30th 01:37:44.476 UTC C_2 15 39 715 707 95158 3062.666 0 0 0 43 0 0 2866
May 30th 01:37:10.943 UTC C_3 15 39 669 661 90270 3011.284 169224.9 4 0 83 0 0 1570
May 30th 01:36:44.476 UTC C_2 15 40 713 705 94850 3056.012 0 0 0 43 0 0 2856
May 30th 01:36:10.952 UTC C_3 15 38 669 660 90270 3008.872 169224.9 4 0 83 0 0 1568
May 30th 01:35:44.476 UTC C_2 15 40 711 702 94438 3038.525 0 0 0 43 0 0 2844
May 30th 01:35:10.951 UTC C_3 15 40 664 657 89804 2989.735 169224.9 4 0 83 0 0 1563
May 30th 01:34:44.464 UTC C_2 15 40 709 701 94152 3035.104 0 0 0 43 0 0 2837
May 30th 01:34:10.941 UTC C_3 15 40 660 655 89304 2983.946 169224.9 4 0 83 0 0 1556
May 30th 01:33:44.486 UTC C_2 15 39 706 698 93737 3023.508 0 0 0 43 0 0 2827
May 30th 01:33:10.160 UTC C_3 14 39 659 654 89224 2982.36 169224.9 4 0 82 0 0 1550
May 30th 01:32:44.484 UTC C_2 15 40 705 697 93657 3017.885 0 0 0 43 0 0 2815
May 30th 01:32:10.162 UTC C_3 15 40 659 651 89224 2968.061 169224.9 4 0 82 0 0 1547
May 30th 01:31:44.483 UTC C_2 15 40 700 696 92979 3011.895 0 0 0 43 0 0 2804
May 30th 01:31:10.161 UTC C_3 15 40 655 650 88487 2967.004 169224.9 4 0 82 0 0 1545
May 30th 01:30:44.472 UTC C_2 14 40 699 694 92825 3002.583 0 0 0 43 0 0 2792
May 30th 01:30:10.158 UTC C_3 15 40 654 647 88407 2952.849 169224.9 4 0 82 0 0 1540
May 30th 01:29:44.473 UTC C_2 14 40 698 690 92765 2980.054 0 0 0 43 0 0 2785
May 30th 01:29:09.460 UTC C_3 14 40 651 643 88113 2938.862 169224.9 4 0 81 0 0 1531
May 30th 01:28:44.472 UTC C_2 15 40 697 687 92656 2963.116 0 0 0 43 0 0 2776
May 30th 01:28:09.450 UTC C_3 15 39 649 640 87895 2929.11 169224.9 4 0 81 0 0 1526
May 30th 01:27:44.473 UTC C_2 15 40 695 685 92516 2955.582 0 0 0 43 0 0 2766
May 30th 01:27:09.461 UTC C_3 14 38 646 638 87576 2919.07 169224.9 4 0 81 0 0 1520
May 30th 01:26:44.474 UTC C_2 15 40 693 684 92279 2954.892 0 0 0 43 0 0 2756
May 30th 01:26:09.462 UTC C_3 15 40 645 634 87442 2891.343 169224.9 4 0 81 0 0 1515
May 30th 01:25:44.484 UTC C_2 15 40 689 682 91831 2950.358 0 0 0 43 0 0 2748
May 30th 01:25:09.468 UTC C_3 15 40 639 633 86656 2888.362 169224.9 4 0 81 0 0 1511
May 30th 01:24:44.476 UTC C_2 15 39 685 679 91360 2942.246 0 0 0 43 0 0 2736
May 30th 01:24:09.461 UTC C_3 14 40 639 632 86656 2882.663 169224.9 4 0 81 0 0 1503
May 30th 01:23:44.475 UTC C_2 15 40 682 676 90855 2930.748 0 0 0 43 0 0 2732
May 30th 01:23:08.453 UTC C_3 15 40 638 628 86596 2867.349 169224.9 4 0 80 0 0 1496
May 30th 01:22:44.485 UTC C_2 14 39 680 675 90369 2928.096 0 0 0 43 0 0 2722
May 30th 01:22:08.442 UTC C_3 15 39 636 626 86310 2864.774 169224.9 4 0 80 0 0 1488
May 30th 01:21:44.484 UTC C_2 15 40 677 669 89953 2904.801 0 0 0 43 0 0 2713
May 30th 01:21:08.452 UTC C_3 14 40 630 624 85547 2852.855 169224.9 4 0 80 0 0 1485
May 30th 01:20:44.473 UTC C_2 14 40 675 665 89635 2887.345 0 0 0 43 0 0 2702
May 30th 01:20:08.454 UTC C_3 15 40 628 620 85241 2835.566 169224.9 4 0 80 0 0 1476
May 30th 01:19:44.472 UTC C_2 14 40 674 663 89458 2875.857 0 0 0 43 0 0 2698
May 30th 01:19:08.445 UTC C_3 15 40 626 620 85081 2835.566 169224.9 4 0 80 0 0 1468
May 30th 01:18:44.484 UTC C_2 15 40 671 659 89209 2855.852 0 0 0 43 0 0 2690
May 30th 01:18:08.463 UTC C_3 15 40 623 618 84901 2824.608 169224.9 4 0 80 0 0 1460
May 30th 01:17:44.473 UTC C_2 15 40 668 659 88843 2855.852 0 0 0 43 0 0 2681
May 30th 01:17:07.668 UTC C_3 15 40 623 616 84901 2815.114 169224.9 4 0 79 0 0 1454
May 30th 01:16:44.474 UTC C_2 14 40 665 658 88506 2850.481 0 0 0 43 0 0 2675
May 30th 01:16:07.678 UTC C_3 14 40 621 611 84544 2793.083 169224.9 4 0 79 0 0 1448
May 30th 01:15:44.484 UTC C_2 15 39 661 656 87983 2839.913 0 0 0 43 0 0 2665
May 30th 01:15:07.679 UTC C_3 15 40 619 608 84424 2779.32 169224.9 4 0 79 0 0 1441
May 30th 01:14:44.476 UTC C_2 15 40 659 654 87697 2831.855 0 0 0 43 0 0 2657
May 30th 01:14:07.669 UTC C_3 15 38 617 608 84161 2779.32 169224.9 4 0 79 0 0 1435
May 30th 01:13:44.466 UTC C_2 14 40 659 653 87697 2826.235 0 0 0 43 0 0 2646
May 30th 01:13:07.680 UTC C_3 15 40 614 605 83887 2764.784 169224.9 4 0 79 0 0 1432
May 30th 01:12:43.434 UTC C_2 14 40 656 648 87277 2806.706 0 0 0 42 0 0 2636
May 30th 01:12:07.678 UTC C_3 15 40 610 602 83144 2754.052 169224.9 4 0 79 0 0 1426
May 30th 01:11:43.434 UTC C_2 15 40 655 644 87217 2789.187 0 0 0 42 0 0 2625
May 30th 01:11:07.679 UTC C_3 15 40 607 601 82798 2748.098 169224.9 4 0 79 0 0 1421
May 30th 01:10:43.433 UTC C_2 15 39 652 643 86871 2783.526 0 0 0 42 0 0 2617
May 30th 01:10:07.679 UTC C_3 14 40 606 600 82677 2743.621 169224.9 4 0 79 0 0 1415
May 30th 01:09:43.444 UTC C_2 15 39 648 642 86376 2778.228 0 0 0 42 0 0 2610
May 30th 01:09:07.677 UTC C_3 14 40 604 596 82350 2729.021 169224.9 4 0 79 0 0 1405
May 30th 01:08:43.446 UTC C_2 14 39 646 639 86022 2766.399 0 0 0 42 0 0 2601
May 30th 01:08:07.685 UTC C_3 15 38 601 593 81955 2710.395 169224.9 4 0 79 0 0 1401
May 30th 01:07:43.434 UTC C_2 15 40 644 636 85595 2752.833 0 0 0 42 0 0 2590
May 30th 01:07:07.678 UTC C_3 14 40 599 591 81627 2697.704 169224.9 4 0 79 0 0 1400
May 30th 01:06:43.434 UTC C_2 15 39 641 635 85204 2748.053 0 0 0 42 0 0 2578
May 30th 01:06:07.668 UTC C_3 15 40 597 588 81507 2682.635 169224.9 4 0 79 0 0 1395
May 30th 01:05:43.444 UTC C_2 15 40 639 631 85015 2731.746 0 0 0 42 0 0 2569
May 30th 01:05:07.668 UTC C_3 14 40 596 587 81398 2679.722 169224.9 4 0 79 0 0 1388
May 30th 01:04:43.444 UTC C_2 15 40 637 629 84590 2723.95 0 0 0 42 0 0 2561
May 30th 01:04:07.677 UTC C_3 14 39 593 585 81094 2670.053 169224.9 4 0 79 0 0 1381
May 30th 01:03:43.435 UTC C_2 15 40 633 626 84139 2714.173 0 0 0 42 0 0 2551
May 30th 01:03:05.975 UTC C_3 15 40 591 582 80880 2660.62 169224.9 4 0 77 0 0 1377
May 30th 01:02:43.433 UTC C_2 14 40 631 623 83902 2698.07 0 0 0 42 0 0 2542
May 30th 01:02:05.985 UTC C_3 15 40 587 580 80333 2655.489 169224.9 4 0 77 0 0 1370
May 30th 01:01:43.443 UTC C_2 15 40 630 619 83725 2674.628 0 0 0 42 0 0 2533
May 30th 01:01:05.985 UTC C_3 15 40 584 579 79965 2647.508 169224.9 4 0 77 0 0 1364
May 30th 01:00:43.443 UTC C_2 15 40 628 618 83357 2669.561 0 0 0 42 0 0 2525
May 30th 01:00:05.268 UTC C_3 14 38 580 576 79352 2634.277 169224.9 4 0 76 0 0 1356
May 30th 00:59:43.434 UTC C_2 15 40 626 616 83100 2663.475 0 0 0 42 0 0 2515
May 30th 00:59:05.269 UTC C_3 15 39 580 573 79352 2616.116 169224.9 4 0 76 0 0 1355
May 30th 00:58:43.434 UTC C_2 15 40 622 615 82552 2657.163 0 0 0 42 0 0 2502
May 30th 00:58:05.278 UTC C_3 15 39 578 569 79066 2591.312 169224.9 4 0 76 0 0 1348
May 30th 00:57:43.445 UTC C_2 15 39 619 614 82206 2655.45 0 0 0 42 0 0 2492
May 30th 00:57:05.258 UTC C_3 14 40 578 567 79066 2582.973 169224.9 4 0 76 0 0 1344
May 30th 00:56:42.476 UTC C_2 14 40 616 611 81889 2646.642 0 0 0 41 0 0 2483
May 30th 00:56:05.278 UTC C_3 14 40 577 564 78945 2571.559 169224.9 4 0 76 0 0 1341
May 30th 00:55:42.476 UTC C_2 13 40 614 609 81655 2635.547 0 0 0 41 0 0 2474
May 30th 00:55:05.268 UTC C_3 15 40 574 563 78421 2569.012 169224.9 4 0 76 0 0 1333
May 30th 00:54:42.465 UTC C_2 15 40 613 602 81595 2597.438 0 0 0 41 0 0 2463
May 30th 00:54:05.268 UTC C_3 15 40 568 563 77658 2569.012 169224.9 4 0 76 0 0 1329
May 30th 00:53:42.465 UTC C_2 15 39 612 601 81535 2591.232 0 0 0 41 0 0 2453
May 30th 00:53:05.269 UTC C_3 14 40 564 562 77123 2567.302 169224.9 4 0 76 0 0 1324
May 30th 00:52:42.475 UTC C_2 15 40 610 598 81395 2576.486 0 0 0 41 0 0 2444
May 30th 00:52:05.278 UTC C_3 13 39 562 561 76731 2560.747 169224.9 4 0 76 0 0 1320
May 30th 00:51:42.475 UTC C_2 15 40 606 598 80891 2576.486 0 0 0 41 0 0 2433
May 30th 00:51:05.269 UTC C_3 15 40 562 554 76731 2525.954 169224.9 4 0 76 0 0 1316
May 30th 00:50:42.466 UTC C_2 15 40 605 598 80782 2576.486 0 0 0 41 0 0 2420
May 30th 00:50:05.268 UTC C_3 15 39 562 553 76731 2516.63 169224.9 4 0 76 0 0 1312
May 30th 00:49:41.424 UTC C_2 14 39 600 596 80202 2567.879 0 0 0 40 0 0 2411
May 30th 00:49:05.269 UTC C_3 13 40 562 550 76731 2502.42 169224.9 4 0 76 0 0 1305
May 30th 00:48:41.414 UTC C_2 15 40 598 593 79848 2555.182 0 0 0 40 0 0 2403
May 30th 00:48:04.512 UTC C_3 15 40 557 547 76012 2496.698 169224.9 4 0 75 0 0 1300
May 30th 00:47:41.433 UTC C_2 14 40 598 592 79848 2553.321 0 0 0 40 0 0 2392
May 30th 00:47:04.514 UTC C_3 15 38 553 547 75606 2496.698 169224.9 4 0 75 0 0 1295
May 30th 00:46:41.424 UTC C_2 14 40 595 588 79347 2539.718 0 0 0 40 0 0 2380
May 30th 00:46:03.684 UTC C_3 12 39 549 546 74866 2493.236 169224.9 4 0 74 0 0 1291
May 30th 00:45:40.341 UTC C_2 15 37 592 584 78835 2526.736 0 0 0 39 0 0 2371
May 30th 00:45:00.626 UTC C_3 14 40 548 541 74712 2468.772 169224.9 4 0 71 0 0 1283
May 30th 00:44:40.332 UTC C_2 15 40 590 580 78478 2503.677 0 0 0 39 0 0 2365
May 30th 00:44:00.626 UTC C_3 14 40 548 540 74712 2464.113 169224.9 4 0 71 0 0 1276
May 30th 00:43:40.331 UTC C_2 15 40 586 578 77971 2495.348 0 0 0 39 0 0 2356
May 30th 00:43:00.619 UTC C_3 15 40 545 536 74094 2442.832 169224.9 4 0 71 0 0 1271
May 30th 00:42:40.331 UTC C_2 14 39 584 576 77660 2488.723 0 0 0 39 0 0 2346
May 30th 00:42:00.620 UTC C_3 15 40 542 533 73726 2431.069 169224.9 4 0 71 0 0 1260
May 30th 00:41:40.342 UTC C_2 15 40 583 572 77580 2474.701 0 0 0 39 0 0 2344
May 30th 00:41:00.638 UTC C_3 15 40 540 530 73606 2411.37 169224.9 4 0 71 0 0 1253
May 30th 00:40:40.332 UTC C_2 15 40 577 571 76724 2472.024 0 0 0 39 0 0 2333
May 30th 00:40:00.629 UTC C_3 15 40 539 529 73422 2405.518 169224.9 4 0 71 0 0 1249
May 30th 00:39:40.322 UTC C_2 15 40 574 569 76272 2460.169 0 0 0 39 0 0 2325
May 30th 00:39:00.625 UTC C_3 15 40 535 529 73019 2405.518 169224.9 4 0 71 0 0 1242
May 30th 00:38:39.224 UTC C_2 15 39 573 566 76099 2448.177 0 0 0 38 0 0 2317
May 30th 00:38:00.625 UTC C_3 15 40 533 528 72762 2401.104 169224.9 4 0 71 0 0 1233
May 30th 00:37:39.213 UTC C_2 14 40 571 563 75836 2431.545 0 0 0 38 0 0 2308
May 30th 00:37:00.636 UTC C_3 14 39 533 525 72762 2389.913 169224.9 4 0 71 0 0 1227
May 30th 00:36:39.212 UTC C_2 15 40 570 559 75756 2420.2 0 0 0 38 0 0 2300
May 30th 00:36:00.635 UTC C_3 15 40 530 520 72322 2370.961 169224.9 4 0 71 0 0 1222
May 30th 00:35:38.341 UTC C_2 15 40 566 557 75379 2412.104 0 0 0 37 0 0 2291
May 30th 00:35:00.627 UTC C_3 15 39 526 520 71647 2370.961 169224.9 4 0 71 0 0 1217
May 30th 00:34:38.331 UTC C_2 15 40 561 555 74695 2399.796 0 0 0 37 0 0 2279
May 30th 00:33:59.911 UTC C_3 15 40 523 518 71245 2357.025 169224.9 4 0 70 0 0 1215
May 30th 00:33:38.332 UTC C_2 13 39 560 554 74615 2398.367 0 0 0 37 0 0 2268
May 30th 00:32:58.361 UTC C_3 14 40 523 515 71245 2345.975 169224.9 4 0 68 0 0 1208
May 30th 00:32:37.424 UTC C_2 15 40 558 550 74352 2377.028 0 0 0 36 0 0 2261
May 30th 00:31:58.350 UTC C_3 15 40 522 510 71185 2320.041 169224.9 3 0 68 0 0 1199
May 30th 00:31:37.414 UTC C_2 15 40 557 547 74243 2364.988 0 0 0 36 0 0 2253
May 30th 00:30:58.350 UTC C_3 15 40 517 509 70677 2315.529 169224.9 3 0 68 0 0 1196
May 30th 00:30:37.424 UTC C_2 14 40 554 546 73826 2359.649 0 0 0 36 0 0 2241
May 30th 00:29:58.361 UTC C_3 14 40 516 508 70597 2309.465 169224.9 3 0 68 0 0 1185
May 30th 00:29:37.426 UTC C_2 14 40 551 545 73322 2355.536 0 0 0 36 0 0 2236
May 30th 00:28:58.361 UTC C_3 14 40 514 506 70338 2296.037 169224.9 3 0 68 0 0 1182
May 30th 00:28:37.413 UTC C_2 15 40 549 541 72991 2338.416 0 0 0 36 0 0 2226
May 30th 00:27:58.361 UTC C_3 14 40 512 505 70101 2290.134 169224.9 3 0 68 0 0 1173
May 30th 00:27:37.415 UTC C_2 15 40 545 541 72446 2338.416 0 0 0 36 0 0 2218
