dt1 dt2 dt3 dt4 controller drones queue deliveries fullTrips revenue costs penalties fDel fRet fLaunch collisions unknown total
May 29th 22:09:14.567 UTC C_2 13 40 216 211 29318 887.7666 0 0 0 14 0 0 866
May 29th 22:08:23.850 UTC C_3 15 40 200 193 27050 847.0386 0 1 0 29 0 0 449
May 29th 22:08:14.577 UTC C_2 15 40 214 204 29074 851.6846 0 0 0 14 0 0 857
May 29th 22:07:23.859 UTC C_3 14 37 198 191 26816 840.4202 0 1 0 29 0 0 442
May 29th 22:07:14.566 UTC C_2 15 40 213 202 29014 840.2859 0 0 0 14 0 0 848
May 29th 22:06:22.975 UTC C_3 13 40 198 187 26816 823.1146 0 1 0 28 0 0 439
May 29th 22:06:14.569 UTC C_2 15 39 211 201 28686 839.0223 0 0 0 14 0 0 838
May 29th 22:05:22.985 UTC C_3 15 40 192 183 26286 807.1047 0 1 0 28 0 0 434
May 29th 22:05:14.578 UTC C_2 15 40 206 199 28077 832.3815 0 0 0 14 0 0 828
May 29th 22:04:22.985 UTC C_3 15 40 191 182 26226 802.0341 0 1 0 28 0 0 428
May 29th 22:04:14.577 UTC C_2 15 40 203 197 27342 819.9904 0 0 0 14 0 0 818
May 29th 22:03:22.974 UTC C_3 15 40 188 181 25828 800.8022 0 1 0 28 0 0 424
May 29th 22:03:14.569 UTC C_2 15 39 201 197 27056 819.9904 0 0 0 14 0 0 807
May 29th 22:02:22.973 UTC C_3 14 40 183 180 24996 798.5206 0 1 0 28 0 0 416
May 29th 22:02:13.565 UTC C_2 14 40 199 193 26793 798.7727 0 0 0 13 0 0 800
May 29th 22:01:22.973 UTC C_3 14 39 182 177 24862 787.3134 0 1 0 28 0 0 411
May 29th 22:01:13.555 UTC C_2 15 40 199 188 26793 776.1636 0 0 0 13 0 0 789
May 29th 22:00:21.973 UTC C_3 13 39 180 174 24598 774.4372 0 1 0 27 0 0 406
May 29th 22:00:13.567 UTC C_2 15 40 196 187 26539 771.1376 0 0 0 13 0 0 779
May 29th 21:59:21.973 UTC C_3 14 39 178 168 24196 747.5967 0 1 0 27 0 0 400
May 29th 21:59:13.556 UTC C_2 13 39 194 184 26185 762.1259 0 0 0 13 0 0 770
May 29th 21:58:21.973 UTC C_3 15 40 175 165 23762 737.5191 0 1 0 27 0 0 397
May 29th 21:58:12.483 UTC C_2 15 39 191 182 25936 753.0024 0 0 0 12 0 0 759
May 29th 21:57:21.268 UTC C_3 13 39 172 163 23314 723.5771 0 1 0 26 0 0 390
May 29th 21:57:12.496 UTC C_2 15 40 188 180 25459 742.0474 0 0 0 12 0 0 750
May 29th 21:56:21.258 UTC C_3 15 40 171 159 23254 708.7704 0 1 0 26 0 0 387
May 29th 21:56:12.495 UTC C_2 15 40 185 179 24918 740.538 0 0 0 12 0 0 738
May 29th 21:55:21.269 UTC C_3 15 40 166 158 22703 705.1389 0 1 0 26 0 0 383
May 29th 21:55:12.495 UTC C_2 13 40 182 178 24541 738.7828 0 0 0 12 0 0 728
May 29th 21:54:21.269 UTC C_3 15 40 165 158 22594 705.1389 0 1 0 26 0 0 381
May 29th 21:54:11.372 UTC C_2 15 40 180 173 24372 720.0413 0 0 0 11 0 0 716
May 29th 21:53:21.258 UTC C_3 15 40 161 155 21884 686.9431 0 1 0 26 0 0 374
May 29th 21:53:11.382 UTC C_2 14 40 178 170 24086 708.7863 0 0 0 11 0 0 708
May 29th 21:52:21.278 UTC C_3 14 40 159 153 21621 679.5142 0 1 0 26 0 0 366
May 29th 21:52:11.382 UTC C_2 15 40 177 167 23977 696.8036 0 0 0 11 0 0 700
May 29th 21:51:21.268 UTC C_3 15 40 158 149 21512 658.0699 0 1 0 26 0 0 361
May 29th 21:51:11.371 UTC C_2 14 39 172 167 23415 696.8036 0 0 0 11 0 0 692
May 29th 21:50:21.269 UTC C_3 15 40 157 147 21403 648.9082 0 1 0 26 0 0 354
May 29th 21:50:11.392 UTC C_2 14 40 170 164 23061 682.0862 0 0 0 11 0 0 681
May 29th 21:49:21.258 UTC C_3 15 40 154 145 21183 638.6583 0 1 0 26 0 0 350
May 29th 21:49:11.382 UTC C_2 14 40 169 159 22813 661.1046 0 0 0 11 0 0 671
May 29th 21:48:21.268 UTC C_3 14 40 151 145 20846 638.6583 0 1 0 26 0 0 345
May 29th 21:48:11.381 UTC C_2 15 39 165 156 22197 646.518 0 0 0 11 0 0 660
May 29th 21:47:21.268 UTC C_3 14 40 150 143 20766 631.5262 0 1 0 26 0 0 339
May 29th 21:47:11.370 UTC C_2 14 39 163 154 21940 639.7305 0 0 0 11 0 0 652
May 29th 21:46:21.268 UTC C_3 14 40 147 138 20353 609.785 0 1 0 26 0 0 331
May 29th 21:46:11.386 UTC C_2 15 40 159 152 21168 632.3526 0 0 0 11 0 0 646
May 29th 21:45:21.258 UTC C_3 15 40 144 136 19942 600.4255 0 1 0 26 0 0 326
May 29th 21:45:11.392 UTC C_2 14 40 156 151 20703 623.6919 0 0 0 11 0 0 635
May 29th 21:44:21.268 UTC C_3 14 40 142 136 19631 600.4255 0 1 0 26 0 0 321
May 29th 21:44:10.402 UTC C_2 15 40 154 146 20473 601.0765 0 0 0 10 0 0 625
May 29th 21:43:21.268 UTC C_3 14 39 140 134 19387 593.9634 0 1 0 26 0 0 314
May 29th 21:43:10.402 UTC C_2 15 40 153 143 20413 587.2271 0 0 0 10 0 0 616
May 29th 21:42:20.298 UTC C_3 13 40 136 132 18768 582.9988 0 1 0 25 0 0 308
May 29th 21:42:10.412 UTC C_2 15 40 149 143 19912 587.2271 0 0 0 10 0 0 609
May 29th 21:41:19.411 UTC C_3 13 40 135 128 18614 568.6642 0 1 0 24 0 0 300
May 29th 21:41:10.402 UTC C_2 15 40 149 141 19912 578.5026 0 0 0 10 0 0 601
May 29th 21:40:18.565 UTC C_3 14 40 133 124 18357 547.2518 0 1 0 23 0 0 296
May 29th 21:40:10.402 UTC C_2 14 39 147 137 19520 559.3878 0 0 0 10 0 0 590
May 29th 21:39:18.567 UTC C_3 14 40 129 121 17507 536.1436 0 1 0 23 0 0 291
May 29th 21:39:10.412 UTC C_2 15 40 142 135 18985 550.2675 0 0 0 10 0 0 580
May 29th 21:38:18.578 UTC C_3 14 39 129 119 17507 526.4075 0 1 0 23 0 0 287
May 29th 21:38:10.400 UTC C_2 15 40 142 133 18985 546.5179 0 0 0 10 0 0 568
May 29th 21:37:17.862 UTC C_3 15 40 128 115 17259 508.735 0 1 0 22 0 0 283
May 29th 21:37:10.401 UTC C_2 15 40 138 132 18581 544.2458 0 0 0 10 0 0 557
May 29th 21:36:17.852 UTC C_3 14 40 122 114 16645 503.2399 0 1 0 22 0 0 277
May 29th 21:36:10.400 UTC C_2 14 40 134 130 17854 540.0303 0 0 0 10 0 0 548
May 29th 21:35:17.872 UTC C_3 15 40 119 113 16157 500.3615 0 1 0 22 0 0 273
May 29th 21:35:10.400 UTC C_2 15 40 132 125 17640 522.1281 0 0 0 10 0 0 538
May 29th 21:34:17.861 UTC C_3 15 36 116 113 15690 500.3615 0 1 0 22 0 0 269
May 29th 21:34:10.412 UTC C_2 15 39 129 123 17206 515.347 0 0 0 10 0 0 527
May 29th 21:33:17.859 UTC C_3 12 39 115 110 15536 488.2161 0 1 0 22 0 0 266
May 29th 21:33:10.401 UTC C_2 15 40 127 118 16992 494.2217 0 0 0 10 0 0 515
May 29th 21:32:17.000 UTC C_3 14 39 114 105 15359 469.5768 0 1 0 21 0 0 262
May 29th 21:32:10.403 UTC C_2 15 40 125 115 16706 482.3922 0 0 0 10 0 0 503
May 29th 21:31:16.991 UTC C_3 15 40 111 102 14925 454.1955 0 0 0 21 0 0 258
May 29th 21:31:10.413 UTC C_2 14 39 124 114 16529 480.5063 0 0 0 10 0 0 493
May 29th 21:30:16.157 UTC C_3 14 40 111 101 14925 451.7192 0 0 0 20 0 0 251
May 29th 21:30:09.475 UTC C_2 15 40 117 111 15397 468.4024 0 0 0 9 0 0 485
May 29th 21:29:16.167 UTC C_3 15 38 104 100 14224 449.6482 0 0 0 20 0 0 247
May 29th 21:29:09.474 UTC C_2 15 39 114 108 15094 454.103 0 0 0 9 0 0 473
May 29th 21:28:15.278 UTC C_3 14 35 101 99 13950 442.7936 0 0 0 19 0 0 241
May 29th 21:28:09.485 UTC C_2 15 40 114 105 15094 442.2001 0 0 0 9 0 0 464
May 29th 21:27:15.279 UTC C_3 14 36 100 95 13773 424.3905 0 0 0 19 0 0 238
May 29th 21:27:09.486 UTC C_2 15 40 112 102 14860 433.8329 0 0 0 9 0 0 454
May 29th 21:26:15.279 UTC C_3 14 35 99 91 13639 408.4955 0 0 0 19 0 0 233
May 29th 21:26:09.474 UTC C_2 14 40 107 100 14167 428.14 0 0 0 9 0 0 442
May 29th 21:25:13.587 UTC C_3 14 40 98 87 13530 394.8343 0 0 0 17 0 0 232
May 29th 21:25:09.475 UTC C_2 15 40 104 97 13947 421.2695 0 0 0 9 0 0 429
May 29th 21:24:13.608 UTC C_3 15 40 95 84 12892 380.1935 0 0 0 17 0 0 226
May 29th 21:24:09.485 UTC C_2 14 40 101 95 13579 411.8876 0 0 0 9 0 0 419
May 29th 21:23:13.597 UTC C_3 15 40 92 84 12410 380.1935 0 0 0 17 0 0 222
May 29th 21:23:09.485 UTC C_2 15 40 98 89 13208 387.1628 0 0 0 9 0 0 408
May 29th 21:22:13.595 UTC C_3 14 40 89 81 12037 370.8275 0 0 0 17 0 0 216
May 29th 21:22:09.473 UTC C_2 14 40 97 88 13054 380.6656 0 0 0 9 0 0 399
May 29th 21:21:12.891 UTC C_3 14 40 87 78 11780 351.8722 0 0 0 16 0 0 211
May 29th 21:21:09.485 UTC C_2 15 40 94 85 12564 374.8131 0 0 0 9 0 0 389
May 29th 21:20:12.892 UTC C_3 15 39 82 76 11170 342.9275 0 0 0 16 0 0 204
May 29th 21:20:09.475 UTC C_2 15 40 90 83 12255 370.8912 0 0 0 9 0 0 381
May 29th 21:19:12.190 UTC C_3 14 40 82 73 11170 327.6165 0 0 0 15 0 0 198
May 29th 21:19:09.486 UTC C_2 15 40 86 79 11413 346.8972 0 0 0 9 0 0 373
May 29th 21:18:12.189 UTC C_3 15 40 79 72 10818 322.2108 0 0 0 15 0 0 192
May 29th 21:18:09.477 UTC C_2 15 40 83 77 10882 338.9704 0 0 0 9 0 0 364
May 29th 21:17:12.197 UTC C_3 15 40 78 70 10570 313.0075 0 0 0 15 0 0 187
May 29th 21:17:09.476 UTC C_2 13 40 83 74 10882 326.5186 0 0 0 9 0 0 353
May 29th 21:16:12.195 UTC C_3 13 40 76 69 10201 304.1458 0 0 0 15 0 0 178
May 29th 21:16:09.486 UTC C_2 15 40 82 69 10802 300.4089 0 0 0 9 0 0 348
May 29th 21:15:11.423 UTC C_3 15 40 73 65 9790 287.5169 0 0 0 14 0 0 173
May 29th 21:15:09.477 UTC C_2 15 40 77 68 10108 297.2242 0 0 0 9 0 0 337
May 29th 21:14:11.422 UTC C_3 15 40 71 64 9621 284.3002 0 0 0 14 0 0 166
May 29th 21:14:09.475 UTC C_2 15 40 75 68 9871 297.2242 0 0 0 9 0 0 329
May 29th 21:13:11.412 UTC C_3 15 40 70 62 9444 272.5633 0 0 0 14 0 0 161
May 29th 21:13:09.486 UTC C_2 15 40 72 65 9431 282.7492 0 0 0 9 0 0 319
May 29th 21:12:10.412 UTC C_3 15 40 66 60 8977 262.9102 0 0 0 13 0 0 155
May 29th 21:12:09.487 UTC C_2 15 40 70 64 9145 278.9486 0 0 0 9 0 0 311
May 29th 21:11:09.687 UTC C_3 13 40 65 58 8800 256.346 0 0 0 12 0 0 148
May 29th 21:11:09.477 UTC C_2 15 40 68 62 8852 270.4124 0 0 0 9 0 0 303
May 29th 21:10:09.487 UTC C_2 13 40 66 59 8494 254.2398 0 0 0 9 0 0 292
May 29th 21:10:08.206 UTC C_3 14 40 62 55 8426 242.6657 0 0 0 10 0 0 143
May 29th 21:09:09.477 UTC C_2 15 40 64 56 8250 243.5655 0 0 0 9 0 0 281
May 29th 21:09:08.194 UTC C_3 15 39 61 52 8317 225.7847 0 0 0 10 0 0 139
May 29th 21:08:09.477 UTC C_2 15 40 61 55 7904 237.1226 0 0 0 9 0 0 270
May 29th 21:08:08.216 UTC C_3 13 40 59 50 8031 215.1614 0 0 0 10 0 0 135
May 29th 21:07:09.486 UTC C_2 13 40 61 53 7904 227.1568 0 0 0 9 0 0 264
May 29th 21:07:07.485 UTC C_3 15 40 56 46 7640 198.9856 0 0 0 9 0 0 126
May 29th 21:06:07.475 UTC C_3 15 39 52 46 7140 198.9856 0 0 0 9 0 0 123
May 29th 21:06:07.455 UTC C_2 14 40 57 48 7403 201.3342 0 0 0 7 0 0 252
May 29th 21:05:07.473 UTC C_3 13 40 51 45 6963 194.8627 0 0 0 9 0 0 121
May 29th 21:05:07.445 UTC C_2 15 40 56 46 7249 188.707 0 0 0 7 0 0 239
May 29th 21:04:07.485 UTC C_3 15 40 48 40 6763 174.4012 0 0 0 9 0 0 113
May 29th 21:04:07.458 UTC C_2 15 39 54 46 6892 188.707 0 0 0 7 0 0 232
May 29th 21:03:07.482 UTC C_3 14 40 46 39 6435 165.4629 0 0 0 9 0 0 108
May 29th 21:03:07.456 UTC C_2 15 40 51 42 6643 164.2056 0 0 0 7 0 0 222
May 29th 21:02:07.455 UTC C_2 15 40 50 42 6563 164.2056 0 0 0 7 0 0 213
May 29th 21:02:05.779 UTC C_3 14 39 42 37 5630 159.7316 0 0 0 7 0 0 102
May 29th 21:01:07.455 UTC C_2 15 40 47 39 6149 148.1703 0 0 0 7 0 0 202
May 29th 21:01:04.809 UTC C_3 15 40 41 33 5521 143.2814 0 0 0 6 0 0 98
May 29th 21:00:07.464 UTC C_2 15 40 45 37 5795 145.7099 0 0 0 7 0 0 194
May 29th 21:00:04.798 UTC C_3 15 38 40 30 5344 129.5212 0 0 0 6 0 0 91
May 29th 20:59:07.455 UTC C_2 15 40 40 36 5323 141.3987 0 0 0 7 0 0 181
May 29th 20:59:04.789 UTC C_3 15 40 39 27 5284 116.31 0 0 0 6 0 0 89
May 29th 20:58:06.321 UTC C_2 14 39 40 33 5323 130.0861 0 0 0 6 0 0 171
May 29th 20:58:04.800 UTC C_3 15 36 35 27 4622 116.31 0 0 0 6 0 0 84
May 29th 20:57:06.322 UTC C_2 13 39 38 30 5037 115.8155 0 0 0 6 0 0 164
May 29th 20:57:04.800 UTC C_3 15 29 31 26 4313 110.9457 0 0 0 6 0 0 76
May 29th 20:56:04.997 UTC C_2 15 40 35 27 4526 106.0123 0 0 0 5 0 0 155
May 29th 20:56:04.790 UTC C_3 13 27 29 24 4144 99.85979 0 0 0 6 0 0 70
May 29th 20:55:04.989 UTC C_2 15 40 31 24 4149 92.66705 0 0 0 5 0 0 148
May 29th 20:55:04.810 UTC C_3 14 23 28 19 3967 73.83303 0 0 0 6 0 0 62
May 29th 20:54:04.986 UTC C_2 15 40 31 22 4149 87.36657 0 0 0 5 0 0 139
May 29th 20:54:04.800 UTC C_3 14 19 27 17 3783 56.44147 0 0 0 6 0 0 56
May 29th 20:53:03.923 UTC C_3 15 15 24 15 3381 45.92992 0 0 0 5 0 0 50
May 29th 20:53:03.873 UTC C_2 15 40 28 18 3949 67.59759 0 0 0 4 0 0 130
May 29th 20:52:03.924 UTC C_3 15 9 23 15 3321 45.92992 0 0 0 5 0 0 44
May 29th 20:52:03.880 UTC C_2 15 40 23 17 3369 61.62701 0 0 0 4 0 0 121
May 29th 20:51:03.923 UTC C_3 14 8 21 14 2896 42.70369 0 0 0 5 0 0 41
May 29th 20:51:02.873 UTC C_2 15 40 22 16 3192 55.08842 0 0 0 3 0 0 109
May 29th 20:50:03.923 UTC C_3 14 8 18 10 2579 28.61487 0 0 0 5 0 0 37
May 29th 20:50:02.882 UTC C_2 15 40 20 13 2906 43.3419 0 0 0 3 0 0 98
May 29th 20:49:03.933 UTC C_3 15 7 15 8 2221 22.23261 0 0 0 5 0 0 35
May 29th 20:49:02.882 UTC C_2 15 39 19 9 2797 26.28535 0 0 0 3 0 0 86
May 29th 20:48:03.004 UTC C_3 13 5 12 6 1801 17.51931 0 0 0 4 0 0 28
May 29th 20:48:02.884 UTC C_2 14 40 17 6 2133 13.53682 0 0 0 3 0 0 77
May 29th 20:47:03.003 UTC C_3 13 6 9 3 1341 7.719357 0 0 0 4 0 0 26
May 29th 20:47:02.872 UTC C_2 15 40 15 4 1847 7.716193 0 0 0 3 0 0 64
May 29th 20:46:03.012 UTC C_3 15 3 7 0 985 0 0 0 0 4 0 0 22
May 29th 20:46:02.873 UTC C_2 15 31 12 4 1452 7.716193 0 0 0 3 0 0 53
May 29th 20:45:03.015 UTC C_3 12 0 2 0 282 0 0 0 0 4 0 0 16
May 29th 20:45:02.882 UTC C_2 14 23 4 4 494 7.716193 0 0 0 3 0 0 44
May 29th 20:44:02.198 UTC C_3 9 4 1 0 173 0 0 0 0 3 0 0 16
May 29th 20:44:01.882 UTC C_2 14 12 4 1 494 1.378583 0 0 0 2 0 0 29
May 29th 20:43:00.851 UTC C_2 10 12 4 0 494 0 0 0 0 1 0 0 23
May 29th 20:43:00.492 UTC C_3 5 1 0 0 0 0 0 0 0 1 0 0 7
May 29th 20:42:00.490 UTC C_3 1 0 0 0 0 0 0 0 0 1 0 0 2
May 29th 20:41:59.769 UTC C_2 5 8 0 0 0 0 0 0 0 0 0 0 13
May 29th 20:40:59.900 UTC C_2 0 0 0 0 0 0 0 0 0 0 0 0 0
May 29th 20:40:59.893 UTC C_3 0 0 0 0 0 0 0 0 0 0 0 0 0
