dt1 dt2 dt3 dt4 uw controller drones queue deliveries fullTrips revenue costs penalties avgDelTime avgWaitTime fDel fRet fLaunch collisions unknown rejecValue avgRejecValue potentialLost avgPotentialLost
Jun 18th 00:31:05.110 UTC 21 20 20 6 394 381 1099.193 1654.836 5 339.5795 157.639 1 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:30:59.741 UTC 6 8 4 49 345 345 870.0502 1725.794 10 499.9286 301.3606 2 0 8 0 1 155 74.01376 2.387541 74.01376 2.387541
Jun 18th 00:30:06.280 UTC 0 18 19 20 460 448 1183.992 2291.914 15 646.4333 436.8806 3 1 5 0 1 215 102.5975 2.385988 102.5975 2.385988
Jun 18th 00:30:05.544 UTC 3 16 19 7 392 381 997.6831 1915.054 0 398.7784 196.4142 0 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:30:05.473 UTC 22 17 19 18 332 321 868.7606 1380.039 5 254.18 56.81012 1 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:30:05.444 UTC 19 15 20 3 399 384 1148.715 1704.751 0 297.6978 120.3053 0 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:30:05.386 UTC 1 3 20 9 479 468 1250.504 2223.34 10 452.7945 257.2281 2 0 0 0 0 75 59.24625 3.94975 59.24625 3.94975
Jun 18th 00:30:05.111 UTC 21 20 20 8 392 378 1088.24 1641.066 5 339.959 157.9126 1 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:29:06.281 UTC 0 18 20 19 458 444 1180.64 2274.653 15 647.8421 438.6413 3 1 5 0 1 215 102.5975 2.385988 102.5975 2.385988
Jun 18th 00:29:05.555 UTC 3 16 20 6 389 378 989.8531 1906.55 0 399.4073 197.0049 0 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:29:05.463 UTC 22 17 20 16 329 318 859.9681 1370.552 5 254.5037 56.23182 1 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:29:05.435 UTC 19 15 20 2 394 382 1141.775 1699.537 0 298.3587 120.5183 0 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:29:05.386 UTC 1 3 20 8 477 464 1246.709 2210.758 10 453.7866 258.4967 2 0 0 0 0 75 59.24625 3.94975 59.24625 3.94975
Jun 18th 00:29:05.111 UTC 21 20 19 5 387 377 1072.085 1638.36 5 341.3472 158.2518 1 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:28:06.291 UTC 0 18 20 12 455 441 1171.396 2259.764 15 650.201 440.4463 3 1 5 0 1 215 102.5975 2.385988 102.5975 2.385988
Jun 18th 00:28:05.554 UTC 3 16 20 3 384 376 978.483 1899.152 0 400.9287 197.5184 0 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:28:05.460 UTC 22 17 20 11 324 316 847.8693 1364.272 5 255.7274 55.95591 1 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:28:05.444 UTC 19 15 20 1 389 380 1130.856 1693.987 0 300.0032 120.9878 0 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:28:05.378 UTC 1 3 19 5 475 463 1244.459 2206.667 10 455.0115 259.2288 2 0 0 0 0 75 59.24625 3.94975 59.24625 3.94975
Jun 18th 00:28:05.101 UTC 21 20 19 4 383 374 1060.591 1625.458 5 342.5515 158.6275 1 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:27:06.291 UTC 0 18 20 8 451 438 1162.971 2252.66 15 653.795 442.4402 3 1 5 0 1 215 102.5975 2.385988 102.5975 2.385988
Jun 18th 00:27:05.544 UTC 3 16 20 3 379 374 967.8705 1894.892 0 403.6194 198.1931 0 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:27:05.471 UTC 22 17 20 9 321 313 837.1556 1358.074 5 256.9688 55.97015 1 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:27:05.444 UTC 19 15 16 0 385 380 1118.552 1693.987 0 301.3163 122.1552 0 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:27:05.375 UTC 1 3 19 1 470 462 1230.769 2202.987 10 457.9116 259.7534 2 0 0 0 0 75 59.24625 3.94975 59.24625 3.94975
Jun 18th 00:27:05.117 UTC 21 20 20 4 379 372 1054.018 1621.064 5 343.8918 158.7753 1 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:26:06.280 UTC 0 18 20 3 446 438 1151.191 2252.66 15 658.9911 442.4402 3 1 5 0 1 215 102.5975 2.385988 102.5975 2.385988
Jun 18th 00:26:05.544 UTC 3 16 20 2 376 372 961.5905 1890.227 0 405.407 198.9065 0 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:26:05.462 UTC 22 17 14 3 317 313 823.218 1358.074 5 258.2402 56.53132 1 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:26:05.434 UTC 19 15 14 1 382 380 1111.745 1693.987 0 301.7864 122.7401 0 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:26:05.386 UTC 1 3 18 0 464 460 1208.314 2197.833 10 461.3361 261.3258 2 0 0 0 0 75 59.24625 3.94975 59.24625 3.94975
Jun 18th 00:26:05.110 UTC 21 20 20 2 375 370 1040.155 1617.503 5 345.696 159.3683 1 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:25:06.292 UTC 0 18 20 0 442 438 1143.826 2252.66 15 663.2558 442.4402 3 1 5 0 1 215 102.5975 2.385988 102.5975 2.385988
Jun 18th 00:25:05.555 UTC 3 16 17 3 373 372 954.7618 1890.227 0 407.5089 200.031 0 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:25:05.462 UTC 22 17 9 2 314 313 818.7181 1358.074 5 259.6235 57.18993 1 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:25:05.451 UTC 19 15 10 0 381 380 1110.655 1693.987 0 302.144 123.9356 0 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:25:05.384 UTC 1 3 13 2 462 460 1204.024 2197.833 10 462.626 263.9732 2 0 0 0 0 75 59.24625 3.94975 59.24625 3.94975
Jun 18th 00:25:05.101 UTC 21 20 15 3 371 369 1022.535 1615.821 5 347.8224 161.4939 1 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:24:22.472 UTC 5 19 4 0 377 376 965.4916 1886.617 10 730.5706 527.6701 2 1 8 0 0 620 330.5361 2.665614 330.5361 2.665614
Jun 18th 00:24:06.290 UTC 0 18 15 1 439 437 1137.791 2250.047 15 666.3954 448.0025 3 1 5 0 1 215 102.5975 2.385988 102.5975 2.385988
Jun 18th 00:24:05.555 UTC 3 16 11 4 372 372 953.1268 1890.227 0 408.3154 202.5195 0 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:24:05.473 UTC 22 17 5 1 314 313 818.7181 1358.074 5 259.6235 57.84873 1 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:24:05.444 UTC 19 15 6 1 381 380 1110.655 1693.987 0 302.144 125.1621 0 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:24:05.374 UTC 1 3 9 0 460 460 1198.272 2197.833 10 464.1521 266.14 2 0 0 0 0 75 59.24625 3.94975 59.24625 3.94975
Jun 18th 00:24:05.101 UTC 21 20 10 6 370 368 1018.507 1614.474 5 348.5028 163.4083 1 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:23:45.003 UTC 17 2 3 0 374 374 938.6539 1598.681 0 515.2376 338.5058 0 0 4 0 2 55 25.795 2.345 25.795 2.345
Jun 18th 00:23:42.006 UTC 12 23 8 1 439 439 1109.754 2224.995 15 699.3877 490.5398 3 0 5 0 0 175 85.53622 2.443892 85.53622 2.443892
Jun 18th 00:23:41.663 UTC 7 24 11 6 494 492 1199.4 2923.363 5.632736 812.8679 564.8724 1 1 1 0 0 640 349.7649 2.732538 349.7649 2.732538
Jun 18th 00:23:40.844 UTC 2 5 7 0 368 366 935.1644 1761.099 5 442.5658 247.2731 1 1 2 0 0 0 0 NaN 0 NaN
Jun 18th 00:23:37.867 UTC 18 21 6 0 259 259 657.5386 1116.193 0 564.1869 382.8964 0 0 12 0 1 35 14.985 2.140714 14.985 2.140714
Jun 18th 00:23:34.262 UTC 8 10 19 16 426 415 1053.737 2195.883 1.174508 696.829 478.4343 0 1 6 0 2 510 254.555 2.495637 254.555 2.495637
Jun 18th 00:23:34.082 UTC 13 11 8 0 325 321 855.5919 1557.364 28.07354 506.0328 304.6332 5 3 8 0 2 0 0 NaN 0 NaN
Jun 18th 00:23:33.700 UTC 20 4 7 6 398 398 1034.396 2270.148 0 860.0186 625.3655 0 0 7 0 0 795 434.8403 2.734845 434.8403 2.734845
Jun 18th 00:23:31.337 UTC 14 9 6 0 246 246 590.2299 955.7562 0 564.8585 401.5816 0 0 10 0 1 305 171.2378 2.807176 171.2378 2.807176
Jun 18th 00:23:22.470 UTC 5 19 1 0 377 376 965.4916 1886.617 10 730.5706 531.805 2 1 8 0 0 620 330.5361 2.665614 330.5361 2.665614
Jun 18th 00:23:06.289 UTC 0 18 11 2 439 435 1137.791 2239.194 15 666.3954 453.6552 3 1 5 0 1 215 102.5975 2.385988 102.5975 2.385988
Jun 18th 00:23:05.545 UTC 3 16 5 2 372 372 953.1268 1890.227 0 408.3154 205.2821 0 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:23:05.471 UTC 22 17 1 0 314 313 818.7181 1358.074 5 259.6235 58.42466 1 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:23:05.443 UTC 19 15 4 0 381 380 1110.655 1693.987 0 302.144 125.7881 0 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:23:05.383 UTC 1 3 4 2 460 460 1198.272 2197.833 10 464.1521 268.8386 2 0 0 0 0 75 59.24625 3.94975 59.24625 3.94975
Jun 18th 00:23:05.110 UTC 21 20 5 1 368 368 1015.347 1614.474 5 350.0239 165.3753 1 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:22:54.432 UTC 9 14 6 1 394 392 993.771 2060.77 0 789.0466 576.0042 0 0 6 0 0 430 249.9562 2.906467 249.9562 2.906467
Jun 18th 00:22:48.763 UTC 15 12 20 49 243 231 552.6107 1031.778 8.126801 747.1179 577.8981 1 2 15 0 0 370 189.5249 2.561148 189.5249 2.561148
Jun 18th 00:22:44.992 UTC 17 2 2 0 374 374 938.6539 1598.681 0 515.2376 339.3951 0 0 4 0 2 55 25.795 2.345 25.795 2.345
Jun 18th 00:22:42.016 UTC 12 23 2 2 439 439 1109.754 2224.995 15 699.3877 496.9085 3 0 5 0 0 175 85.53622 2.443892 85.53622 2.443892
Jun 18th 00:22:41.652 UTC 7 24 7 2 494 490 1199.4 2906.827 5.632736 812.8679 571.3494 1 1 1 0 0 640 349.7649 2.732538 349.7649 2.732538
Jun 18th 00:22:40.854 UTC 2 5 3 1 368 365 935.1644 1753.191 5 442.5658 250.4877 1 1 2 0 0 0 0 NaN 0 NaN
Jun 18th 00:22:37.886 UTC 18 21 3 0 259 259 657.5386 1116.193 0 564.1869 387.1746 0 0 12 0 1 35 14.985 2.140714 14.985 2.140714
Jun 18th 00:22:37.124 UTC 11 6 2 0 283 282 766.2179 1239.605 0 514.2005 332.8339 0 0 10 0 1 125 53.15874 2.12635 53.15874 2.12635
Jun 18th 00:22:34.274 UTC 8 10 20 11 424 410 1045.272 2177.923 1.174508 698.3976 479.6523 0 1 6 0 2 510 254.555 2.495637 254.555 2.495637
Jun 18th 00:22:34.082 UTC 13 11 3 0 325 321 855.5919 1557.364 28.07354 506.0328 308.9837 5 3 8 0 2 0 0 NaN 0 NaN
Jun 18th 00:22:33.710 UTC 20 4 1 1 398 398 1034.396 2270.148 0 860.0186 634.5731 0 0 7 0 0 795 434.8403 2.734845 434.8403 2.734845
Jun 18th 00:22:31.344 UTC 14 9 0 1 246 246 590.2299 955.7562 0 564.8585 410.9335 0 0 10 0 1 305 171.2378 2.807176 171.2378 2.807176
Jun 18th 00:22:22.460 UTC 5 19 0 0 377 376 965.4916 1886.617 10 730.5706 533.1908 2 1 8 0 0 620 330.5361 2.665614 330.5361 2.665614
Jun 18th 00:22:06.290 UTC 0 18 7 0 437 435 1136.101 2239.194 15 669.0483 457.6304 3 1 5 0 1 215 102.5975 2.385988 102.5975 2.385988
Jun 18th 00:22:05.544 UTC 3 16 0 0 372 372 953.1268 1890.227 0 408.3154 207.9392 0 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:22:05.460 UTC 22 17 0 0 314 313 818.7181 1358.074 5 259.6235 58.58357 1 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:22:05.441 UTC 19 15 0 0 381 380 1110.655 1693.987 0 302.144 126.976 0 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:22:05.382 UTC 1 3 0 0 460 460 1198.272 2197.833 10 464.1521 271.0995 2 0 0 0 0 75 59.24625 3.94975 59.24625 3.94975
Jun 18th 00:22:05.109 UTC 21 20 0 0 368 368 1015.347 1614.474 5 350.0239 167.4869 1 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:21:54.441 UTC 9 14 2 0 394 392 993.771 2060.77 0 789.0466 581.7986 0 0 6 0 0 430 249.9562 2.906467 249.9562 2.906467
Jun 18th 00:21:45.010 UTC 17 2 0 0 374 374 938.6539 1598.681 0 515.2376 341.1869 0 0 4 0 2 55 25.795 2.345 25.795 2.345
Jun 18th 00:21:42.018 UTC 12 23 0 0 439 439 1109.754 2224.995 15 699.3877 499.1267 3 0 5 0 0 175 85.53622 2.443892 85.53622 2.443892
Jun 18th 00:21:41.672 UTC 7 24 5 0 494 489 1199.4 2898.789 5.632736 812.8679 574.7791 1 1 1 0 0 640 349.7649 2.732538 349.7649 2.732538
Jun 18th 00:21:40.853 UTC 2 5 2 0 368 365 935.1644 1753.191 5 442.5658 251.1598 1 1 2 0 0 0 0 NaN 0 NaN
Jun 18th 00:21:37.875 UTC 18 21 1 0 259 259 657.5386 1116.193 0 564.1869 390.125 0 0 12 0 1 35 14.985 2.140714 14.985 2.140714
Jun 18th 00:21:37.125 UTC 11 6 2 0 283 281 766.2179 1232.865 0 514.2005 333.9813 0 0 10 0 1 125 53.15874 2.12635 53.15874 2.12635
Jun 18th 00:21:34.263 UTC 8 10 20 10 421 410 1042.573 2177.923 1.174508 700.9506 479.6523 0 1 6 0 2 510 254.555 2.495637 254.555 2.495637
Jun 18th 00:21:34.092 UTC 13 11 2 0 325 321 855.5919 1557.364 28.07354 506.0328 309.916 5 3 8 0 2 0 0 NaN 0 NaN
Jun 18th 00:21:33.709 UTC 20 4 1 0 398 397 1034.396 2263.421 0 860.0186 636.1473 0 0 7 0 0 795 434.8403 2.734845 434.8403 2.734845
Jun 18th 00:21:31.334 UTC 14 9 0 0 246 246 590.2299 955.7562 0 564.8585 410.9335 0 0 10 0 1 305 171.2378 2.807176 171.2378 2.807176
Jun 18th 00:21:22.476 UTC 5 19 5 0 377 371 965.4916 1854.772 10 730.5706 533.1908 2 1 8 0 0 620 330.5361 2.665614 330.5361 2.665614
Jun 18th 00:21:05.555 UTC 3 16 0 0 372 372 953.1268 1890.227 0 408.3154 207.9392 0 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:21:05.481 UTC 22 17 0 0 314 313 818.7181 1358.074 5 259.6235 58.58357 1 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:21:05.452 UTC 19 15 1 0 381 379 1110.655 1687.075 0 302.144 126.976 0 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:21:05.382 UTC 1 3 0 0 460 460 1198.272 2197.833 10 464.1521 271.0995 2 0 0 0 0 75 59.24625 3.94975 59.24625 3.94975
Jun 18th 00:21:05.100 UTC 21 20 0 0 368 368 1015.347 1614.474 5 350.0239 167.4869 1 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:20:54.441 UTC 9 14 2 0 394 392 993.771 2060.77 0 789.0466 581.7986 0 0 6 0 0 430 249.9562 2.906467 249.9562 2.906467
Jun 18th 00:20:45.003 UTC 17 2 2 0 374 372 938.6539 1586.249 0 515.2376 341.1869 0 0 4 0 2 55 25.795 2.345 25.795 2.345
Jun 18th 00:20:42.006 UTC 12 23 2 0 439 437 1109.754 2212.626 15 699.3877 499.1267 3 0 5 0 0 175 85.53622 2.443892 85.53622 2.443892
Jun 18th 00:20:41.662 UTC 7 24 6 0 494 488 1199.4 2891.806 5.632736 812.8679 574.7791 1 1 1 0 0 640 349.7649 2.732538 349.7649 2.732538
Jun 18th 00:20:40.843 UTC 2 5 2 0 368 365 935.1644 1753.191 5 442.5658 251.1598 1 1 2 0 0 0 0 NaN 0 NaN
Jun 18th 00:20:37.876 UTC 18 21 1 0 259 259 657.5386 1116.193 0 564.1869 390.125 0 0 12 0 1 35 14.985 2.140714 14.985 2.140714
Jun 18th 00:20:37.135 UTC 11 6 3 0 283 280 766.2179 1225.376 0 514.2005 333.9813 0 0 10 0 1 125 53.15874 2.12635 53.15874 2.12635
Jun 18th 00:20:34.258 UTC 8 10 20 10 416 410 1032.429 2177.923 1.174508 706.0469 479.6523 0 1 6 0 2 510 254.555 2.495637 254.555 2.495637
Jun 18th 00:20:34.083 UTC 13 11 5 0 325 318 855.5919 1540.148 28.07354 506.0328 309.916 5 3 8 0 2 0 0 NaN 0 NaN
Jun 18th 00:20:33.699 UTC 20 4 1 0 398 397 1034.396 2263.421 0 860.0186 636.1473 0 0 7 0 0 795 434.8403 2.734845 434.8403 2.734845
Jun 18th 00:20:31.334 UTC 14 9 0 0 246 246 590.2299 955.7562 0 564.8585 410.9335 0 0 10 0 1 305 171.2378 2.807176 171.2378 2.807176
Jun 18th 00:20:22.475 UTC 5 19 6 0 377 370 965.4916 1849.284 10 730.5706 533.1908 2 1 8 0 0 620 330.5361 2.665614 330.5361 2.665614
Jun 18th 00:20:05.545 UTC 3 16 1 0 372 371 953.1268 1884.693 0 408.3154 207.9392 0 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:20:05.475 UTC 22 17 1 0 314 312 818.7181 1351.999 5 259.6235 58.58357 1 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:20:05.442 UTC 19 15 1 0 381 379 1110.655 1687.075 0 302.144 126.976 0 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:20:05.372 UTC 1 3 2 0 460 458 1198.272 2186.725 10 464.1521 271.0995 2 0 0 0 0 75 59.24625 3.94975 59.24625 3.94975
Jun 18th 00:20:05.120 UTC 21 20 1 0 368 367 1015.347 1609.148 5 350.0239 167.4869 1 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:19:54.441 UTC 9 14 2 0 394 392 993.771 2060.77 0 789.0466 581.7986 0 0 6 0 0 430 249.9562 2.906467 249.9562 2.906467
Jun 18th 00:19:44.994 UTC 17 2 3 0 374 371 938.6539 1580.773 0 515.2376 341.1869 0 0 4 0 2 55 25.795 2.345 25.795 2.345
Jun 18th 00:19:42.016 UTC 12 23 2 0 439 437 1109.754 2212.626 15 699.3877 499.1267 3 0 5 0 0 175 85.53622 2.443892 85.53622 2.443892
Jun 18th 00:19:41.663 UTC 7 24 7 0 494 487 1199.4 2882.622 5.632736 812.8679 574.7791 1 1 1 0 0 640 349.7649 2.732538 349.7649 2.732538
Jun 18th 00:19:40.842 UTC 2 5 2 0 368 365 935.1644 1753.191 5 442.5658 251.1598 1 1 2 0 0 0 0 NaN 0 NaN
Jun 18th 00:19:37.886 UTC 18 21 2 0 259 258 657.5386 1110.516 0 564.1869 390.125 0 0 12 0 1 35 14.985 2.140714 14.985 2.140714
Jun 18th 00:19:37.126 UTC 11 6 3 0 283 280 766.2179 1225.376 0 514.2005 333.9813 0 0 10 0 1 125 53.15874 2.12635 53.15874 2.12635
Jun 18th 00:19:34.262 UTC 8 10 20 11 412 409 1016.815 2174.818 1.174508 710.6241 480.2568 0 1 6 0 2 510 254.555 2.495637 254.555 2.495637
Jun 18th 00:19:34.082 UTC 13 11 7 0 325 316 855.5919 1523.58 28.07354 506.0328 309.916 5 3 8 0 2 0 0 NaN 0 NaN
Jun 18th 00:19:33.699 UTC 20 4 2 0 398 396 1034.396 2253.899 0 860.0186 636.1473 0 0 7 0 0 795 434.8403 2.734845 434.8403 2.734845
Jun 18th 00:19:31.344 UTC 14 9 0 0 246 246 590.2299 955.7562 0 564.8585 410.9335 0 0 10 0 1 305 171.2378 2.807176 171.2378 2.807176
Jun 18th 00:19:22.467 UTC 5 19 7 0 377 369 965.4916 1842.943 10 730.5706 533.1908 2 1 8 0 0 620 330.5361 2.665614 330.5361 2.665614
Jun 18th 00:19:05.544 UTC 3 16 1 0 372 371 953.1268 1884.693 0 408.3154 207.9392 0 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:19:05.470 UTC 22 17 1 0 314 312 818.7181 1351.999 5 259.6235 58.58357 1 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:19:05.442 UTC 19 15 1 0 381 379 1110.655 1687.075 0 302.144 126.976 0 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:19:05.382 UTC 1 3 5 0 460 455 1198.272 2170.929 10 464.1521 271.0995 2 0 0 0 0 75 59.24625 3.94975 59.24625 3.94975
Jun 18th 00:19:05.110 UTC 21 20 4 0 368 364 1015.347 1595.28 5 350.0239 167.4869 1 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:18:54.431 UTC 9 14 2 0 394 392 993.771 2060.77 0 789.0466 581.7986 0 0 6 0 0 430 249.9562 2.906467 249.9562 2.906467
Jun 18th 00:18:44.993 UTC 17 2 3 0 374 371 938.6539 1580.773 0 515.2376 341.1869 0 0 4 0 2 55 25.795 2.345 25.795 2.345
Jun 18th 00:18:42.016 UTC 12 23 3 0 439 436 1109.754 2207.648 15 699.3877 499.1267 3 0 5 0 0 175 85.53622 2.443892 85.53622 2.443892
Jun 18th 00:18:41.652 UTC 7 24 11 0 494 483 1199.4 2856.41 5.632736 812.8679 574.7791 1 1 1 0 0 640 349.7649 2.732538 349.7649 2.732538
Jun 18th 00:18:40.854 UTC 2 5 2 0 368 365 935.1644 1753.191 5 442.5658 251.1598 1 1 2 0 0 0 0 NaN 0 NaN
Jun 18th 00:18:37.887 UTC 18 21 2 0 259 258 657.5386 1110.516 0 564.1869 390.125 0 0 12 0 1 35 14.985 2.140714 14.985 2.140714
Jun 18th 00:18:37.126 UTC 11 6 4 0 283 279 766.2179 1218.69 0 514.2005 333.9813 0 0 10 0 1 125 53.15874 2.12635 53.15874 2.12635
Jun 18th 00:18:34.072 UTC 13 11 10 0 325 313 855.5919 1509.408 28.07354 506.0328 309.916 5 3 8 0 2 0 0 NaN 0 NaN
Jun 18th 00:18:33.710 UTC 20 4 3 0 398 395 1034.396 2249.15 0 860.0186 636.1473 0 0 7 0 0 795 434.8403 2.734845 434.8403 2.734845
Jun 18th 00:18:31.344 UTC 14 9 0 0 246 246 590.2299 955.7562 0 564.8585 410.9335 0 0 10 0 1 305 171.2378 2.807176 171.2378 2.807176
Jun 18th 00:18:24.346 UTC 4 7 19 30 150 140 362.4689 638.4686 0 719.225 540.4024 0 0 18 0 2 935 503.8407 2.694335 503.8407 2.694335
Jun 18th 00:18:22.474 UTC 5 19 9 0 377 367 965.4916 1832.75 10 730.5706 533.1908 2 1 8 0 0 620 330.5361 2.665614 330.5361 2.665614
Jun 18th 00:18:05.554 UTC 3 16 1 0 372 371 953.1268 1884.693 0 408.3154 207.9392 0 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:18:05.462 UTC 22 17 2 0 314 311 818.7181 1348.038 5 259.6235 58.58357 1 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:18:05.432 UTC 19 15 2 0 381 378 1110.655 1682.113 0 302.144 126.976 0 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:18:05.382 UTC 1 3 6 0 460 454 1198.272 2166.277 10 464.1521 271.0995 2 0 0 0 0 75 59.24625 3.94975 59.24625 3.94975
Jun 18th 00:18:05.110 UTC 21 20 6 0 368 362 1015.347 1587.101 5 350.0239 167.4869 1 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:17:54.441 UTC 9 14 3 0 392 391 983.2747 2056.49 0 791.3703 581.7986 0 0 6 0 0 430 249.9562 2.906467 249.9562 2.906467
Jun 18th 00:17:45.004 UTC 17 2 4 0 374 370 938.6539 1576.091 0 515.2376 341.1869 0 0 4 0 2 55 25.795 2.345 25.795 2.345
Jun 18th 00:17:42.016 UTC 12 23 5 0 439 434 1109.754 2198.486 15 699.3877 499.1267 3 0 5 0 0 175 85.53622 2.443892 85.53622 2.443892
Jun 18th 00:17:41.662 UTC 7 24 12 0 492 482 1195.335 2852.37 5.632736 814.7434 574.7791 1 1 1 0 0 640 349.7649 2.732538 349.7649 2.732538
Jun 18th 00:17:40.853 UTC 2 5 2 0 366 365 929.0331 1753.191 5 443.1367 251.1598 1 1 2 0 0 0 0 NaN 0 NaN
Jun 18th 00:17:37.876 UTC 18 21 2 0 259 258 657.5386 1110.516 0 564.1869 390.125 0 0 12 0 1 35 14.985 2.140714 14.985 2.140714
Jun 18th 00:17:37.136 UTC 11 6 5 0 282 278 764.1929 1213.76 0 514.8237 333.9813 0 0 10 0 1 125 53.15874 2.12635 53.15874 2.12635
Jun 18th 00:17:34.094 UTC 13 11 13 0 324 310 851.6094 1489.83 28.07354 506.5043 309.916 5 3 8 0 2 0 0 NaN 0 NaN
Jun 18th 00:17:33.710 UTC 20 4 3 0 398 395 1034.396 2249.15 0 860.0186 636.1473 0 0 7 0 0 795 434.8403 2.734845 434.8403 2.734845
Jun 18th 00:17:31.334 UTC 14 9 1 0 246 245 590.2299 951.6428 0 564.8585 410.9335 0 0 10 0 1 305 171.2378 2.807176 171.2378 2.807176
Jun 18th 00:17:24.345 UTC 4 7 19 33 147 137 353.9219 622.5959 0 719.4804 537.4671 0 0 18 0 2 935 503.8407 2.694335 503.8407 2.694335
Jun 18th 00:17:22.474 UTC 5 19 10 0 375 366 961.3816 1828.797 10 732.9557 533.1908 2 1 8 0 0 620 330.5361 2.665614 330.5361 2.665614
Jun 18th 00:17:05.555 UTC 3 16 2 0 372 370 953.1268 1881.193 0 408.3154 207.9392 0 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:17:05.473 UTC 22 17 2 0 314 311 818.7181 1348.038 5 259.6235 58.58357 1 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:17:05.452 UTC 19 15 3 0 381 377 1110.655 1678.086 0 302.144 126.976 0 1 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:17:05.382 UTC 1 3 6 0 460 454 1198.272 2166.277 10 464.1521 271.0995 2 0 0 0 0 75 59.24625 3.94975 59.24625 3.94975
Jun 18th 00:17:05.101 UTC 21 20 6 0 368 362 1015.347 1587.101 5 350.0239 167.4869 1 0 0 0 0 0 0 NaN 0 NaN
Jun 18th 00:16:45.004 UTC 17 2 4 0 372 370 934.334 1576.091 0 516.6717 341.1869 0 0 4 0 2 55 25.795 2.345 25.795 2.345
Jun 18th 00:16:42.006 UTC 12 23 5 0 439 434 1109.754 2198.486 15 699.3877 499.1267 3 0 5 0 0 175 85.53622 2.443892 85.53622 2.443892
Jun 18th 00:16:41.661 UTC 7 24 13 0 491 481 1193.487 2849.638 5.632736 814.6494 574.7791 1 1 1 0 0 640 349.7649 2.732538 349.7649 2.732538
Jun 18th 00:16:40.845 UTC 2 5 3 0 366 364 929.0331 1749.968 5 443.1367 251.1598 1 1 2 0 0 0 0 NaN 0 NaN
Jun 18th 00:16:37.876 UTC 18 21 2 0 259 258 657.5386 1110.516 0 564.1869 390.125 0 0 12 0 1 35 14.985 2.140714 14.985 2.140714
