dt1 dt2 dt3 dt4 controller drones queue deliveries fullTrips revenue costs penalties avgDelTime avgWaitTime fDel fRet fLaunch collisions unknown potentialLost avgPotentialLost
Jun 11th 11:42:59.670 UTC 2 15 40 694 687 2160.92 3015.858 0 434.302 259.4221 0 0 44 0 0 293.4628 0.6987209
Jun 11th 11:42:21.396 UTC 3 12 0 503 498 1311.085 2287.449 0 195.4801 11.53809 0 0 75 0 0 0 NaN
Jun 11th 11:41:59.673 UTC 2 15 40 690 684 2145.472 2999.13 0 434.611 260.5082 0 0 44 0 0 292.7428 0.6986701
Jun 11th 11:41:21.405 UTC 3 12 0 502 496 1308.363 2282.152 0 195.1915 11.55276 0 0 75 0 0 0 NaN
Jun 11th 11:40:59.684 UTC 2 15 39 688 683 2141.25 2996.478 0 435.1367 260.8661 0 0 44 0 0 292.7428 0.6986701
Jun 11th 11:40:20.190 UTC 3 12 1 500 494 1299.858 2270.176 0 195.07 11.58978 0 0 74 0 0 0 NaN
Jun 11th 11:39:59.683 UTC 2 14 40 687 679 2138.595 2978.866 0 435.4318 262.5859 0 0 44 0 0 292.7428 0.6986701
Jun 11th 11:39:20.182 UTC 3 13 0 499 491 1298.518 2260.092 0 195.2915 11.60566 0 0 74 0 0 0 NaN
Jun 11th 11:38:59.672 UTC 2 15 37 685 677 2132.445 2971.858 0 435.9442 262.8863 0 0 44 0 0 292.7428 0.6986701
Jun 11th 11:38:20.189 UTC 3 12 0 495 490 1288.221 2258.716 0 195.6596 11.63969 0 0 74 0 0 0 NaN
Jun 11th 11:37:59.681 UTC 2 13 39 681 674 2113.894 2952.246 0 436.9517 263.0083 0 0 44 0 0 292.7428 0.6986701
Jun 11th 11:37:19.231 UTC 3 13 0 494 487 1285.566 2246.229 0 195.9385 11.65574 0 0 73 0 0 0 NaN
Jun 11th 11:36:59.682 UTC 2 15 39 679 671 2108.494 2940.793 0 437.4714 263.3425 0 0 44 0 0 292.1428 0.6989061
Jun 11th 11:36:19.221 UTC 3 12 0 491 486 1272.696 2240.271 0 195.8276 11.69606 0 0 73 0 0 0 NaN
Jun 11th 11:35:59.683 UTC 2 15 39 677 668 2096.074 2927.907 0 438.407 264.1491 0 0 44 0 0 292.1428 0.6989061
Jun 11th 11:35:19.231 UTC 3 12 0 489 482 1269.656 2217.876 0 195.9909 11.74713 0 0 73 0 0 0 NaN
Jun 11th 11:34:59.681 UTC 2 15 40 677 666 2096.074 2920.842 0 438.407 264.6673 0 0 44 0 0 290.9427 0.6977044
Jun 11th 11:34:19.230 UTC 3 12 0 488 481 1268.316 2210.319 0 196.0441 11.76061 0 0 73 0 0 0 NaN
Jun 11th 11:33:59.680 UTC 2 15 40 672 663 2076.499 2907.073 0 440.0259 265.6213 0 0 44 0 0 289.7427 0.696497
