dt1 dt2 dt3 dt4 controller drones queue deliveries fullTrips revenue costs penalties avgDelTime avgWaitTime fDel fRet fLaunch collisions unknown potentialLost avgPotentialLost
Jun 11th 22:36:11.386 UTC 2 15 39 762 756 2485.963 3388.506 0 360.0339 187.003 0 0 56 0 0 254.0857 0.4628155
Jun 11th 22:35:20.316 UTC 3 9 0 580 573 1513.542 2634.21 5.008 190.5821 9.656755 1 0 78 0 0 0 NaN
Jun 11th 22:35:11.376 UTC 2 15 40 759 752 2475.849 3374.043 0 360.8752 186.5931 0 0 56 0 0 252.4207 0.4614639
Jun 11th 22:34:20.315 UTC 3 10 1 577 571 1505.907 2620.712 5.008 190.7529 9.660226 1 0 78 0 0 0 NaN
Jun 11th 22:34:11.395 UTC 2 14 38 756 750 2468.927 3362.457 0 361.5896 184.3408 0 0 56 0 0 252.4207 0.4614639
Jun 11th 22:33:20.304 UTC 3 11 0 574 569 1495.749 2608.417 5.008 190.8572 9.675714 1 0 78 0 0 0 NaN
Jun 11th 22:33:10.334 UTC 2 14 40 756 745 2468.927 3338.064 0 361.5896 185.0674 0 0 55 0 0 252.4207 0.4614639
Jun 11th 22:32:19.438 UTC 3 12 1 573 566 1493.949 2585.444 5.008 190.9961 9.685789 1 0 77 0 0 0 NaN
Jun 11th 22:32:10.348 UTC 2 15 39 753 743 2461.502 3332.052 0 361.8965 185.2972 0 0 55 0 0 251.0197 0.459743
Jun 11th 22:31:18.795 UTC 3 12 1 573 564 1493.949 2575.8 5.008 190.9961 9.713591 1 0 76 0 0 0 NaN
Jun 11th 22:31:10.338 UTC 2 15 39 751 742 2456.537 3329.294 0 362.4319 185.5183 0 0 55 0 0 249.9622 0.4586462
Jun 11th 22:30:18.795 UTC 3 12 0 572 563 1492.314 2570.682 5.008 190.9952 9.719726 1 0 76 0 0 0 NaN
Jun 11th 22:30:09.202 UTC 2 15 39 747 740 2438.436 3318.607 0 363.3426 185.9479 0 0 54 0 0 249.2559 0.4590348
Jun 11th 22:29:17.906 UTC 3 12 0 569 562 1487.161 2568.524 5.008 190.9906 9.734385 1 0 75 0 0 0 NaN
Jun 11th 22:29:09.212 UTC 2 15 40 742 738 2424.694 3307.882 0 363.708 186.1009 0 0 54 0 0 247.8067 0.458053
Jun 11th 22:28:16.907 UTC 3 10 1 567 562 1482.206 2568.524 5.008 190.584 9.742514 1 0 74 0 0 0 NaN
Jun 11th 22:28:09.213 UTC 2 15 38 742 737 2424.694 3301.391 0 363.708 186.3446 0 0 54 0 0 247.8067 0.458053
Jun 11th 22:27:16.896 UTC 3 11 0 565 560 1477.046 2557.777 5.008 190.5419 9.758822 1 0 74 0 0 0 NaN
Jun 11th 22:27:09.201 UTC 2 15 39 742 733 2424.694 3292.204 0 363.708 187.2082 0 0 54 0 0 246.7722 0.4569857
Jun 11th 22:26:16.907 UTC 3 10 0 562 560 1468.729 2557.777 5.008 189.3266 9.761205 1 0 74 0 0 0 NaN
Jun 11th 22:26:09.212 UTC 2 15 39 740 730 2418.674 3281.623 0 364.0774 187.9048 0 0 54 0 0 246.2072 0.4567851
Jun 11th 22:25:15.815 UTC 3 9 0 561 559 1466.959 2549.138 5.008 189.5309 9.785588 1 0 73 0 0 0 NaN
Jun 11th 22:25:09.202 UTC 2 15 40 734 727 2398.282 3267.237 0 365.3916 187.9454 0 0 54 0 0 245.1559 0.4556801
Jun 11th 22:24:15.805 UTC 3 13 0 561 554 1466.959 2527.719 5.008 189.5309 9.789922 1 0 73 0 0 0 NaN
Jun 11th 22:24:09.211 UTC 2 15 39 731 725 2385.268 3257.437 0 365.8805 188.4092 0 0 54 0 0 244.5999 0.4554933
Jun 11th 22:23:15.817 UTC 3 13 0 561 552 1466.959 2517.106 5.008 189.5309 9.816292 1 0 73 0 0 0 NaN
Jun 11th 22:23:09.212 UTC 2 14 39 729 722 2376.392 3243.932 0 366.2805 188.9231 0 0 54 0 0 244.5999 0.4554933
Jun 11th 22:22:14.816 UTC 3 13 0 560 550 1461.874 2505.133 5.008 189.6721 9.823345 1 0 72 0 0 0 NaN
Jun 11th 22:22:09.213 UTC 2 14 43 729 719 2376.392 3229.055 0 366.2805 189.3067 0 0 54 0 0 244.6878 0.4582169
Jun 11th 22:21:14.814 UTC 3 14 0 557 548 1456.995 2492.486 5.008 188.9214 9.832994 1 0 72 0 0 0 NaN
Jun 11th 22:21:09.202 UTC 2 15 43 724 717 2352.111 3219.278 0 366.8609 189.5505 0 0 54 0 0 236.2734 0.4623745
Jun 11th 22:20:14.806 UTC 3 15 0 554 546 1447.751 2479.304 5.008 188.5555 9.837494 1 0 72 0 0 0 NaN
Jun 11th 22:20:09.202 UTC 2 15 43 723 714 2350.311 3204.053 0 365.991 190.1199 0 0 54 0 0 235.8312 0.480308
Jun 11th 22:19:14.816 UTC 3 15 1 551 545 1436.813 2472.558 5.008 188.0832 9.695799 1 0 72 0 0 0 NaN
Jun 11th 22:19:09.212 UTC 2 15 40 720 713 2341.964 3201.602 0 366.5466 190.3648 0 0 54 0 0 234.0263 0.4895947
Jun 11th 22:18:13.984 UTC 3 14 1 550 545 1434.36 2472.558 5.008 188.0192 9.422889 1 0 71 0 0 0 NaN
Jun 11th 22:18:09.212 UTC 2 15 40 718 710 2333.335 3184.967 0 366.9663 190.3572 0 0 54 0 0 234.0601 0.490692
Jun 11th 22:17:13.023 UTC 3 14 5 549 542 1432.335 2462.758 5.008 187.7706 8.867513 1 0 70 0 0 0 NaN
Jun 11th 22:17:09.211 UTC 2 14 38 715 709 2317.844 3182.58 0 367.3725 189.7776 0 0 54 0 0 232.9384 0.4903967
Jun 11th 22:16:12.003 UTC 3 15 5 547 539 1428.112 2444.195 5.008 187.4164 8.812837 1 0 69 0 0 0 NaN
Jun 11th 22:16:09.202 UTC 2 15 41 714 703 2315.636 3155.73 0 367.2688 190.6629 0 0 54 0 0 232.9798 0.4915185
Jun 11th 22:15:12.013 UTC 3 15 5 543 536 1418.794 2429.803 5.008 187.259 8.524491 1 0 69 0 0 0 NaN
Jun 11th 22:15:09.221 UTC 2 15 39 711 703 2296.188 3155.73 0 367.5292 190.6629 0 0 54 0 0 233.0136 0.4926291
Jun 11th 22:14:12.003 UTC 3 15 1 542 536 1417.894 2429.803 5.008 187.3763 8.524491 1 0 69 0 0 0 NaN
Jun 11th 22:14:09.211 UTC 2 15 39 709 701 2292.393 3142.688 0 367.8143 191.0729 0 0 54 0 0 233.0136 0.4926291
Jun 11th 22:13:12.002 UTC 3 12 1 541 536 1414.574 2429.803 5.008 187.5106 8.546329 1 0 69 0 0 0 NaN
Jun 11th 22:13:09.202 UTC 2 15 38 705 700 2277.662 3138.093 0 368.6942 191.2718 0 0 54 0 0 233.0136 0.4926291
Jun 11th 22:12:11.992 UTC 3 11 0 539 535 1411.349 2425.508 5.008 187.4021 8.56107 1 0 69 0 0 0 NaN
Jun 11th 22:12:09.212 UTC 2 14 39 704 697 2272.577 3124.798 0 368.922 191.2881 0 0 54 0 0 233.0136 0.4926291
Jun 11th 22:11:12.002 UTC 3 8 0 537 535 1408.094 2425.508 5.008 187.1128 8.579471 1 0 69 0 0 0 NaN
Jun 11th 22:11:09.204 UTC 2 14 40 704 694 2272.577 3114.488 0 368.922 192.0725 0 0 54 0 0 233.0136 0.4926291
Jun 11th 22:10:12.011 UTC 3 6 0 536 535 1406.744 2425.508 5.008 187.0224 8.577616 1 0 69 0 0 0 NaN
Jun 11th 22:10:09.203 UTC 2 15 45 701 691 2262.163 3095.226 0 369.5796 192.5504 0 0 54 0 0 227.2154 0.4993746
Jun 11th 22:09:12.001 UTC 3 9 0 535 531 1404.089 2406.942 5.008 187.0542 8.58511 1 0 69 0 0 0 NaN
Jun 11th 22:09:09.215 UTC 2 15 44 697 688 2248.162 3079.201 0 369.9853 193.084 0 0 54 0 0 217.1756 0.5004046
Jun 11th 22:08:12.000 UTC 3 9 0 535 530 1404.089 2405.279 5.008 187.0542 8.598184 1 0 69 0 0 0 NaN
Jun 11th 22:08:09.215 UTC 2 15 41 694 688 2237.497 3079.201 0 370.5643 193.084 0 0 54 0 0 215.3828 0.5079784
Jun 11th 22:07:11.998 UTC 3 8 0 532 529 1396.066 2401.756 5.008 187.7146 8.604067 1 0 69 0 0 0 NaN
Jun 11th 22:07:09.203 UTC 2 14 41 694 687 2237.497 3074.618 0 370.5643 193.4655 0 0 54 0 0 213.4905 0.5071034
Jun 11th 22:06:12.008 UTC 3 3 1 532 529 1396.066 2401.756 5.008 187.7146 8.66116 1 0 69 0 0 0 NaN
Jun 11th 22:06:09.205 UTC 2 15 44 692 683 2230.815 3063.762 0 370.9034 193.9337 0 0 54 0 0 211.5521 0.5159808
Jun 11th 22:05:12.008 UTC 3 5 0 531 527 1392.388 2391.197 5.008 187.6218 8.66116 1 0 69 0 0 0 NaN
Jun 11th 22:05:09.214 UTC 2 15 42 688 680 2217.214 3051.546 0 371.0563 194.5226 0 0 54 0 0 212.2413 0.5428166
Jun 11th 22:04:11.998 UTC 3 8 0 530 524 1389.733 2381.933 5.008 187.7051 8.66116 1 0 69 0 0 0 NaN
Jun 11th 22:04:09.214 UTC 2 15 41 684 678 2205.95 3041.134 0 372.1903 194.9935 0 0 54 0 0 210.2942 0.5505084
Jun 11th 22:03:12.000 UTC 3 8 0 529 524 1387.943 2381.933 5.008 187.3784 8.66116 1 0 69 0 0 0 NaN
Jun 11th 22:03:09.205 UTC 2 14 40 683 677 2199.976 3037.764 0 372.579 195.4903 0 0 54 0 0 207.4867 0.5474582
Jun 11th 22:02:12.010 UTC 3 10 0 526 521 1378.807 2368.597 5.008 187.6918 8.667068 1 0 69 0 0 0 NaN
Jun 11th 22:02:09.203 UTC 2 14 39 681 675 2196.331 3026.423 0 372.7354 195.7983 0 0 54 0 0 206.7279 0.5468991
Jun 11th 22:01:12.001 UTC 3 13 0 525 517 1374.825 2354.872 5.008 187.7621 8.682452 1 0 69 0 0 0 NaN
Jun 11th 22:01:09.203 UTC 2 15 39 679 669 2189.214 2989.352 0 373.1729 196.4996 0 0 54 0 0 206.7279 0.5468991
Jun 11th 22:00:12.002 UTC 3 15 1 522 513 1368.11 2330.54 5.008 187.9599 8.674662 1 0 69 0 0 0 NaN
Jun 11th 22:00:07.745 UTC 2 15 38 678 668 2186.559 2984.957 0 373.228 196.7172 0 0 53 0 0 205.1037 0.5454885
Jun 11th 21:59:12.010 UTC 3 13 0 520 512 1364.705 2326.519 5.008 188.3678 8.712868 1 0 69 0 0 0 NaN
Jun 11th 21:59:07.754 UTC 2 15 38 675 666 2172.035 2971.322 0 374.0784 196.8739 0 0 53 0 0 205.1037 0.5454885
Jun 11th 21:58:11.042 UTC 3 12 1 517 510 1360.08 2318.209 5.008 188.4449 8.720751 1 0 68 0 0 0 NaN
Jun 11th 21:58:07.755 UTC 2 15 39 675 663 2172.035 2957.476 0 374.0784 197.3593 0 0 53 0 0 205.1037 0.5454885
Jun 11th 21:57:11.041 UTC 3 14 0 516 507 1356.615 2302.86 5.008 188.7175 8.735456 1 0 68 0 0 0 NaN
Jun 11th 21:57:07.744 UTC 2 15 39 670 662 2154.602 2951.846 0 375.3549 197.5845 0 0 53 0 0 201.9793 0.5414996
Jun 11th 21:56:11.050 UTC 3 11 0 514 507 1349.576 2302.86 5.008 188.6444 8.745374 1 0 68 0 0 0 NaN
Jun 11th 21:56:07.764 UTC 2 15 40 669 660 2152.967 2943.115 0 375.3636 198.1452 0 0 53 0 0 201.1259 0.540661
Jun 11th 21:55:11.044 UTC 3 15 0 511 501 1340.28 2277.5 5.008 188.2984 8.765556 1 0 68 0 0 0 NaN
Jun 11th 21:55:07.754 UTC 2 15 40 667 659 2147.184 2940.607 0 375.4414 198.4364 0 0 53 0 0 199.004 0.5393062
Jun 11th 21:54:11.048 UTC 3 14 0 509 501 1337.745 2277.5 5.008 188.116 8.782479 1 0 68 0 0 0 NaN
Jun 11th 21:54:07.755 UTC 2 15 38 663 657 2140.479 2929.936 0 366.6045 198.9634 0 0 53 0 0 199.004 0.5393062
Jun 11th 21:53:11.038 UTC 3 14 1 505 499 1331.086 2268.776 5.008 187.9517 8.802954 1 0 68 0 0 0 NaN
Jun 11th 21:53:07.755 UTC 2 15 36 659 655 2128.577 2919.967 0 367.0095 199.4518 0 0 53 0 0 199.004 0.5393062
Jun 11th 21:52:11.047 UTC 3 13 1 503 499 1325.606 2268.776 5.008 187.7431 8.811364 1 0 68 0 0 0 NaN
Jun 11th 21:52:04.272 UTC 2 14 37 658 653 2125.922 2913.31 0 367.0261 199.9867 0 0 51 0 0 199.004 0.5393062
Jun 11th 21:51:11.045 UTC 3 12 0 502 497 1321.927 2261.908 5.008 187.9081 8.819109 1 0 68 0 0 0 NaN
Jun 11th 21:51:04.283 UTC 2 15 37 657 650 2121.94 2898.692 0 367.3419 200.4247 0 0 51 0 0 199.004 0.5393062
Jun 11th 21:50:11.036 UTC 3 14 2 499 493 1308.967 2245.656 5.008 187.7817 8.725912 1 0 68 0 0 0 NaN
Jun 11th 21:50:04.275 UTC 2 15 33 656 649 2119.93 2892.858 0 367.797 192.3232 0 0 51 0 0 199.004 0.5393062
Jun 11th 21:49:11.043 UTC 3 13 2 499 491 1308.967 2235.757 0 187.7817 8.549579 0 0 68 0 0 0 NaN
Jun 11th 21:49:04.277 UTC 2 11 37 654 647 2113.247 2881.801 0 368.298 192.2467 0 0 51 0 0 199.004 0.5393062
