dt1 dt2 dt3 dt4 controller drones queue deliveries fullTrips revenue costs penalties avgDelTime avgWaitTime fDel fRet fLaunch collisions unknown rejectionPenalties potentialLost avgPotentialLost
Jun 12th 15:19:14.845 UTC 2 15 39 646 640 2071.7 2852.229 0 346.5099 178.6244 0 0 48 0 0 2555 223.7909 0.437947
Jun 12th 15:18:23.618 UTC 3 15 3 494 487 1288.058 2133.424 0 187.4047 13.10932 0 0 67 0 0 0 0 NaN
Jun 12th 15:18:14.853 UTC 2 15 36 643 638 2064.983 2843.355 0 345.8457 179.1492 0 0 48 0 0 2550 222.7556 0.4367757
Jun 12th 15:17:23.618 UTC 3 15 5 490 483 1277.697 2119.922 0 186.8211 12.83795 0 0 67 0 0 0 0 NaN
Jun 12th 15:17:14.854 UTC 2 14 35 640 637 2057.19 2838.491 0 344.3824 179.6142 0 0 48 0 0 2550 222.7556 0.4367757
Jun 12th 15:16:23.618 UTC 3 15 5 489 482 1275.672 2118.272 0 186.5872 12.64354 0 0 67 0 0 0 0 NaN
Jun 12th 15:16:14.855 UTC 2 14 34 640 634 2057.19 2825.022 0 344.3824 177.9622 0 0 48 0 0 2550 222.7556 0.4367757
Jun 12th 15:15:23.627 UTC 3 14 4 488 481 1274.322 2113.939 0 186.7843 12.65263 0 0 67 0 0 0 0 NaN
Jun 12th 15:15:14.844 UTC 2 14 38 639 628 2054.738 2791.014 0 344.4161 169.3862 0 0 48 0 0 2550 222.7556 0.4367757
Jun 12th 15:14:23.617 UTC 3 15 3 485 477 1268.424 2100.392 0 187.0777 12.49146 0 0 67 0 0 0 0 NaN
Jun 12th 15:14:14.854 UTC 2 15 37 638 626 2048.764 2780.694 0 344.6064 169.5884 0 0 48 0 0 2550 222.7556 0.4367757
Jun 12th 15:13:23.627 UTC 3 15 3 480 473 1259.219 2085.856 0 186.1396 12.40408 0 0 67 0 0 0 0 NaN
Jun 12th 15:13:14.842 UTC 2 15 37 634 625 2034.938 2778.444 0 345.5767 169.5616 0 0 48 0 0 2550 222.7556 0.4367757
Jun 12th 15:12:23.628 UTC 3 14 0 479 473 1250.849 2085.856 0 186.1567 12.4287 0 0 67 0 0 0 0 NaN
Jun 12th 15:12:14.854 UTC 2 15 36 632 624 2026.175 2772.547 0 345.9432 169.7522 0 0 48 0 0 2550 222.7556 0.4367757
Jun 12th 15:11:23.627 UTC 3 12 0 476 471 1236.213 2080.661 0 186.5182 12.49109 0 0 67 0 0 0 0 NaN
Jun 12th 15:11:14.855 UTC 2 15 40 629 620 2017.531 2759.096 0 346.5192 170.5396 0 0 48 0 0 2540 220.5574 0.4341681
Jun 12th 15:10:23.618 UTC 3 12 0 474 470 1232.41 2078.935 0 186.4462 12.51622 0 0 67 0 0 0 0 NaN
Jun 12th 15:10:14.855 UTC 2 15 39 625 617 2007.106 2751.294 0 347.3186 171.1856 0 0 48 0 0 2540 220.5574 0.4341681
Jun 12th 15:09:23.626 UTC 3 12 0 471 467 1221.982 2064.211 0 186.7986 12.55452 0 0 67 0 0 0 0 NaN
Jun 12th 15:09:14.849 UTC 2 15 36 624 617 2005.756 2751.294 0 345.1631 171.1856 0 0 48 0 0 2540 220.5574 0.4341681
Jun 12th 15:08:23.625 UTC 3 11 0 470 466 1220.212 2058.824 0 187.037 12.60132 0 0 67 0 0 0 0 NaN
Jun 12th 15:08:14.845 UTC 2 15 36 619 614 1985.987 2738.51 0 346.1778 169.4055 0 0 48 0 0 2540 220.5574 0.4341681
Jun 12th 15:07:23.626 UTC 3 8 0 469 466 1215.127 2058.824 0 187.2645 12.63636 0 0 67 0 0 0 0 NaN
Jun 12th 15:07:14.855 UTC 2 12 38 617 613 1983.535 2736.675 0 332.8244 170.184 0 0 48 0 0 2540 220.5574 0.4341681
Jun 12th 15:06:23.627 UTC 3 7 0 468 463 1213.327 2039.55 0 187.2925 12.7236 0 0 67 0 0 0 0 NaN
Jun 12th 15:06:14.855 UTC 2 15 40 616 607 1976.065 2714.673 0 333.2196 170.7889 0 0 48 0 0 2535 219.5221 0.4329824
Jun 12th 15:05:23.617 UTC 3 10 0 468 460 1213.327 2030.874 0 187.2925 12.7236 0 0 67 0 0 0 0 NaN
